origin,month,dep_delay,arr_delay,cancelled,cancellation_code,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
RDU,9,22.0,9.0,0,N,0,0,0,0,0
STL,7,-3.0,-13.0,0,N,0,0,0,0,0
LGA,3,-6.0,-24.0,0,N,0,0,0,0,0
ATL,10,-7.0,15.0,0,N,0,0,15,0,0
DEN,8,10.0,4.0,0,N,0,0,0,0,0
JFK,4,-4.0,1.0,0,N,0,0,0,0,0
ORD,1,3.0,-7.0,0,N,0,0,0,0,0
ATL,6,8.0,5.0,0,N,0,0,0,0,0
AUS,7,44.0,36.0,0,N,0,36,0,0,0
DEN,10,-4.0,-5.0,0,N,0,0,0,0,0
DTW,12,13.0,26.0,0,N,13,0,13,0,0
TPA,11,-10.0,-36.0,0,N,0,0,0,0,0
MSP,8,-5.0,2.0,0,N,0,0,0,0,0
SJC,6,2.0,-9.0,0,N,0,0,0,0,0
SNA,6,0.0,-18.0,0,N,0,0,0,0,0
MIA,7,-3.0,-14.0,0,N,0,0,0,0,0
DFW,7,-2.0,-6.0,0,N,0,0,0,0,0
SAT,3,0.0,-5.0,0,N,0,0,0,0,0
GSP,1,-12.0,-19.0,0,N,0,0,0,0,0
PHX,9,-4.0,-20.0,0,N,0,0,0,0,0
TPA,7,31.0,22.0,0,N,20,0,0,0,2
MCO,10,-7.0,-10.0,0,N,0,0,0,0,0
LAX,8,195.0,211.0,0,N,0,0,30,0,181
ATL,7,-9.0,-10.0,0,N,0,0,0,0,0
SJC,9,4.0,4.0,0,N,0,0,0,0,0
BUR,9,25.0,34.0,0,N,0,0,26,0,8
SAN,5,-6.0,-20.0,0,N,0,0,0,0,0
AUS,6,-4.0,-2.0,0,N,0,0,0,0,0
MCO,12,-2.0,-4.0,0,N,0,0,0,0,0
LAX,12,-5.0,-24.0,0,N,0,0,0,0,0
SJC,8,-2.0,-16.0,0,N,0,0,0,0,0
GRR,1,-8.0,-43.0,0,N,0,0,0,0,0
RSW,10,9.0,-8.0,0,N,0,0,0,0,0
SMF,1,-6.0,-13.0,0,N,0,0,0,0,0
CLT,6,-5.0,-8.0,0,N,0,0,0,0,0
LAX,1,-11.0,6.0,0,N,0,0,0,0,0
BWI,2,19.0,12.0,0,N,0,0,0,0,0
CLT,4,18.0,7.0,0,N,0,0,0,0,0
SMF,8,-5.0,-18.0,0,N,0,0,0,0,0
ATL,7,70.0,74.0,0,N,7,0,4,0,63
OKC,9,-10.0,-25.0,0,N,0,0,0,0,0
HOU,6,-2.0,-13.0,0,N,0,0,0,0,0
DFW,8,-5.0,-11.0,0,N,0,0,0,0,0
HOU,3,44.0,41.0,0,N,0,0,26,0,15
MEM,8,-5.0,-24.0,0,N,0,0,0,0,0
IAH,4,-6.0,-18.0,0,N,0,0,0,0,0
JFK,11,-4.0,-23.0,0,N,0,0,0,0,0
DFW,6,59.0,41.0,0,N,0,0,0,0,41
DFW,12,-4.0,-18.0,0,N,0,0,0,0,0
LAX,12,-5.0,-14.0,0,N,0,0,0,0,0
LGB,7,-6.0,-3.0,0,N,0,0,0,0,0
KOA,10,-6.0,-7.0,0,N,0,0,0,0,0
IAH,8,0.0,-10.0,0,N,0,0,0,0,0
BMI,6,-15.0,-24.0,0,N,0,0,0,0,0
DFW,4,,,1,C,0,0,0,0,0
HOU,7,,,1,B,0,0,0,0,0
ATL,5,8.0,-1.0,0,N,0,0,0,0,0
DTW,8,24.0,16.0,0,N,16,0,0,0,0
LIH,2,10.0,16.0,0,N,6,0,0,0,10
FLL,1,21.0,33.0,0,N,14,0,19,0,0
SMF,9,2.0,-6.0,0,N,0,0,0,0,0
MCI,12,-1.0,3.0,0,N,0,0,0,0,0
SMF,8,-3.0,-13.0,0,N,0,0,0,0,0
DFW,10,9.0,5.0,0,N,0,0,0,0,0
IAH,11,-10.0,-16.0,0,N,0,0,0,0,0
BNA,8,8.0,-2.0,0,N,0,0,0,0,0
MDW,9,-4.0,-14.0,0,N,0,0,0,0,0
DAL,1,11.0,3.0,0,N,0,0,0,0,0
SAN,12,-5.0,-8.0,0,N,0,0,0,0,0
LAX,5,-4.0,-11.0,0,N,0,0,0,0,0
OGG,6,-7.0,-9.0,0,N,0,0,0,0,0
DFW,12,11.0,2.0,0,N,0,0,0,0,0
FLL,10,-5.0,-8.0,0,N,0,0,0,0,0
SFO,5,-6.0,-8.0,0,N,0,0,0,0,0
RDU,7,,,1,C,0,0,0,0,0
PVD,5,19.0,23.0,0,N,9,0,4,0,10
LGA,10,-5.0,-36.0,0,N,0,0,0,0,0
OKC,8,-9.0,-13.0,0,N,0,0,0,0,0
IAH,6,-3.0,1.0,0,N,0,0,0,0,0
ATL,3,9.0,3.0,0,N,0,0,0,0,0
BOS,8,-8.0,15.0,0,N,0,0,15,0,0
ORD,4,-10.0,-15.0,0,N,0,0,0,0,0
ITH,5,-8.0,-24.0,0,N,0,0,0,0,0
IAH,2,0.0,-10.0,0,N,0,0,0,0,0
ATL,1,-5.0,-28.0,0,N,0,0,0,0,0
MCO,4,-9.0,-11.0,0,N,0,0,0,0,0
DTW,9,-6.0,-7.0,0,N,0,0,0,0,0
PHL,5,-2.0,-9.0,0,N,0,0,0,0,0
ATL,5,5.0,-10.0,0,N,0,0,0,0,0
TPA,7,268.0,271.0,0,N,0,0,3,0,268
LGA,12,-2.0,-10.0,0,N,0,0,0,0,0
XNA,12,29.0,13.0,0,N,0,0,0,0,0
PHX,6,-3.0,3.0,0,N,0,0,0,0,0
SEA,8,-8.0,-20.0,0,N,0,0,0,0,0
ATL,7,8.0,-1.0,0,N,0,0,0,0,0
SEA,2,-2.0,-21.0,0,N,0,0,0,0,0
BWI,1,45.0,33.0,0,N,6,0,0,0,27
DTW,11,-5.0,-18.0,0,N,0,0,0,0,0
DEN,9,-7.0,-9.0,0,N,0,0,0,0,0
MCO,5,-2.0,-25.0,0,N,0,0,0,0,0
ATL,8,138.0,122.0,0,N,122,0,0,0,0
OAK,5,0.0,-4.0,0,N,0,0,0,0,0
SFO,5,-2.0,-15.0,0,N,0,0,0,0,0
LAX,1,-4.0,0.0,0,N,0,0,0,0,0
SNA,10,32.0,29.0,0,N,29,0,0,0,0
PSP,10,-10.0,0.0,0,N,0,0,0,0,0
FAT,9,-2.0,-1.0,0,N,0,0,0,0,0
FLL,7,10.0,4.0,0,N,0,0,0,0,0
FLL,3,-6.0,-13.0,0,N,0,0,0,0,0
ELP,3,-2.0,-11.0,0,N,0,0,0,0,0
PHX,10,8.0,8.0,0,N,0,0,0,0,0
SAV,1,-7.0,-23.0,0,N,0,0,0,0,0
LGA,11,-6.0,-39.0,0,N,0,0,0,0,0
LIT,2,-5.0,-17.0,0,N,0,0,0,0,0
HNL,9,-3.0,-1.0,0,N,0,0,0,0,0
MFE,7,40.0,27.0,0,N,27,0,0,0,0
JFK,4,-5.0,-19.0,0,N,0,0,0,0,0
DFW,6,0.0,-1.0,0,N,0,0,0,0,0
DFW,2,-8.0,4.0,0,N,0,0,0,0,0
DEN,6,2.0,-9.0,0,N,0,0,0,0,0
DEN,12,-6.0,-16.0,0,N,0,0,0,0,0
PHL,12,146.0,118.0,0,N,15,0,0,0,103
CLT,7,105.0,91.0,0,N,8,0,0,0,83
PIT,8,207.0,208.0,0,N,0,0,6,0,202
ORD,2,-4.0,-21.0,0,N,0,0,0,0,0
LAX,10,17.0,22.0,0,N,17,0,5,0,0
DFW,12,50.0,24.0,0,N,0,0,0,0,24
IAH,7,2.0,-8.0,0,N,0,0,0,0,0
TPA,1,79.0,84.0,0,N,2,0,5,0,77
JAX,6,-2.0,-39.0,0,N,0,0,0,0,0
ORD,3,-3.0,-18.0,0,N,0,0,0,0,0
DEN,2,152.0,148.0,0,N,0,0,0,0,148
DEN,7,18.0,51.0,0,N,0,0,33,0,18
MSP,8,-4.0,-8.0,0,N,0,0,0,0,0
ABQ,11,-5.0,-14.0,0,N,0,0,0,0,0
PHX,11,2.0,3.0,0,N,0,0,0,0,0
DTW,7,-3.0,-13.0,0,N,0,0,0,0,0
ATL,6,19.0,5.0,0,N,0,0,0,0,0
DFW,5,-3.0,-3.0,0,N,0,0,0,0,0
ATL,10,-2.0,0.0,0,N,0,0,0,0,0
PHX,2,1.0,-5.0,0,N,0,0,0,0,0
TYR,6,181.0,173.0,0,N,0,173,0,0,0
LGB,11,-3.0,-20.0,0,N,0,0,0,0,0
PDX,9,-6.0,-6.0,0,N,0,0,0,0,0
MYR,9,-15.0,-30.0,0,N,0,0,0,0,0
ILM,7,-8.0,-31.0,0,N,0,0,0,0,0
CLT,9,5.0,11.0,0,N,0,0,0,0,0
MDW,2,27.0,6.0,0,N,0,0,0,0,0
SAN,6,2.0,11.0,0,N,0,0,0,0,0
MDW,1,-6.0,-21.0,0,N,0,0,0,0,0
LAS,10,-7.0,-21.0,0,N,0,0,0,0,0
OGG,4,-6.0,-6.0,0,N,0,0,0,0,0
JAX,5,22.0,13.0,0,N,0,0,0,0,0
RIC,8,-1.0,4.0,0,N,0,0,0,0,0
ATL,5,-4.0,-8.0,0,N,0,0,0,0,0
FAT,10,-2.0,-2.0,0,N,0,0,0,0,0
LAS,7,-1.0,-7.0,0,N,0,0,0,0,0
FLL,10,45.0,28.0,0,N,28,0,0,0,0
PHL,1,-2.0,43.0,0,N,0,0,43,0,0
DCA,7,-10.0,52.0,0,N,0,0,52,0,0
ASE,2,,,1,B,0,0,0,0,0
PHX,12,7.0,16.0,0,N,4,0,9,0,3
MCO,11,-10.0,-6.0,0,N,0,0,0,0,0
GEG,7,482.0,466.0,0,N,4,0,0,0,462
TPA,7,7.0,16.0,0,N,7,0,9,0,0
PHX,12,0.0,-28.0,0,N,0,0,0,0,0
MCI,5,-8.0,-19.0,0,N,0,0,0,0,0
MIA,1,-2.0,13.0,0,N,0,0,0,0,0
ATL,3,2.0,-7.0,0,N,0,0,0,0,0
SAN,9,-1.0,-10.0,0,N,0,0,0,0,0
DSM,1,-5.0,0.0,0,N,0,0,0,0,0
PBI,3,-15.0,-42.0,0,N,0,0,0,0,0
ORD,2,-7.0,-28.0,0,N,0,0,0,0,0
ATL,6,17.0,-4.0,0,N,0,0,0,0,0
BWI,12,10.0,-1.0,0,N,0,0,0,0,0
EWR,3,-2.0,-12.0,0,N,0,0,0,0,0
SEA,12,-2.0,-11.0,0,N,0,0,0,0,0
RSW,2,-4.0,-8.0,0,N,0,0,0,0,0
BWI,5,3.0,15.0,0,N,0,0,15,0,0
PHX,7,-5.0,-22.0,0,N,0,0,0,0,0
DCA,7,9.0,8.0,0,N,0,0,0,0,0
DEN,5,-6.0,-9.0,0,N,0,0,0,0,0
ATL,9,-12.0,-20.0,0,N,0,0,0,0,0
CLT,5,-5.0,-15.0,0,N,0,0,0,0,0
DFW,9,-9.0,-23.0,0,N,0,0,0,0,0
LAX,5,-2.0,7.0,0,N,0,0,0,0,0
ATL,1,-7.0,-4.0,0,N,0,0,0,0,0
DFW,9,-4.0,-16.0,0,N,0,0,0,0,0
MCO,8,77.0,64.0,0,N,36,0,0,0,28
OKC,10,37.0,37.0,0,N,0,0,0,0,37
ORD,7,43.0,30.0,0,N,9,0,0,0,21
SEA,2,-10.0,9.0,0,N,0,0,0,0,0
BOS,10,-12.0,-38.0,0,N,0,0,0,0,0
OKC,3,-7.0,-31.0,0,N,0,0,0,0,0
IAH,9,-7.0,-1.0,0,N,0,0,0,0,0
IND,4,-2.0,15.0,0,N,0,0,15,0,0
ATL,5,19.0,13.0,0,N,0,0,0,0,0
JFK,12,3.0,11.0,0,N,0,0,0,0,0
SAN,8,-8.0,-8.0,0,N,0,0,0,0,0
JFK,4,-2.0,-24.0,0,N,0,0,0,0,0
HNL,2,49.0,16.0,0,N,0,0,0,0,16
ALB,9,-4.0,-8.0,0,N,0,0,0,0,0
LGA,4,0.0,-20.0,0,N,0,0,0,0,0
FLL,5,0.0,-14.0,0,N,0,0,0,0,0
MCO,11,-7.0,-24.0,0,N,0,0,0,0,0
EWR,1,125.0,156.0,0,N,121,0,31,0,4
SFO,2,7.0,-15.0,0,N,0,0,0,0,0
ORD,7,70.0,124.0,0,N,25,45,54,0,0
SMF,2,19.0,6.0,0,N,0,0,0,0,0
PHX,1,10.0,16.0,0,N,10,0,6,0,0
PHL,11,-7.0,-10.0,0,N,0,0,0,0,0
DAL,4,-3.0,6.0,0,N,0,0,0,0,0
ATL,3,-1.0,-11.0,0,N,0,0,0,0,0
ATL,12,-1.0,-3.0,0,N,0,0,0,0,0
ORD,5,-6.0,17.0,0,N,0,0,17,0,0
LAS,9,47.0,35.0,0,N,0,0,0,0,35
HOU,11,22.0,27.0,0,N,22,0,5,0,0
MSO,1,-12.0,-19.0,0,N,0,0,0,0,0
ORD,8,0.0,2.0,0,N,0,0,0,0,0
LAX,10,-13.0,-26.0,0,N,0,0,0,0,0
DCA,9,0.0,-5.0,0,N,0,0,0,0,0
CLE,6,0.0,-12.0,0,N,0,0,0,0,0
DEN,7,-10.0,-8.0,0,N,0,0,0,0,0
PHX,9,-8.0,-7.0,0,N,0,0,0,0,0
DFW,12,117.0,128.0,0,N,0,27,11,0,90
HOU,11,0.0,-7.0,0,N,0,0,0,0,0
BRO,6,-9.0,-20.0,0,N,0,0,0,0,0
SFO,4,-5.0,1.0,0,N,0,0,0,0,0
BFL,12,286.0,262.0,0,N,5,0,0,0,257
RIC,5,-5.0,9.0,0,N,0,0,0,0,0
PHX,7,-1.0,-8.0,0,N,0,0,0,0,0
DFW,4,56.0,64.0,0,N,56,0,8,0,0
RIC,4,-9.0,-27.0,0,N,0,0,0,0,0
TRI,7,-9.0,-21.0,0,N,0,0,0,0,0
TPA,8,6.0,-11.0,0,N,0,0,0,0,0
PHL,3,8.0,5.0,0,N,0,0,0,0,0
BHM,8,-4.0,-29.0,0,N,0,0,0,0,0
CLT,11,1.0,-24.0,0,N,0,0,0,0,0
SNA,1,-9.0,-12.0,0,N,0,0,0,0,0
LAS,12,1.0,19.0,0,N,0,0,19,0,0
DFW,10,33.0,17.0,0,N,17,0,0,0,0
HNL,4,10.0,3.0,0,N,0,0,0,0,0
STL,2,14.0,34.0,0,N,4,0,20,0,10
LAX,3,-2.0,-12.0,0,N,0,0,0,0,0
MEM,5,3.0,8.0,0,N,0,0,0,0,0
ATL,8,-6.0,-14.0,0,N,0,0,0,0,0
LRD,1,-4.0,1.0,0,N,0,0,0,0,0
MCO,6,0.0,1.0,0,N,0,0,0,0,0
ORD,7,-4.0,17.0,0,N,17,0,0,0,0
CLT,12,25.0,16.0,0,N,16,0,0,0,0
PDX,9,-2.0,-14.0,0,N,0,0,0,0,0
IAH,9,-7.0,-10.0,0,N,0,0,0,0,0
FSD,7,-6.0,-15.0,0,N,0,0,0,0,0
ATL,8,9.0,-4.0,0,N,0,0,0,0,0
LGA,3,80.0,67.0,0,N,3,0,0,0,64
LGA,12,-8.0,-4.0,0,N,0,0,0,0,0
LGA,1,-1.0,-9.0,0,N,0,0,0,0,0
DEN,6,-9.0,-20.0,0,N,0,0,0,0,0
MCO,12,16.0,0.0,0,N,0,0,0,0,0
CLT,1,-1.0,-3.0,0,N,0,0,0,0,0
JFK,10,-5.0,-16.0,0,N,0,0,0,0,0
SJC,4,18.0,1.0,0,N,0,0,0,0,0
AUS,1,-6.0,-19.0,0,N,0,0,0,0,0
DTW,9,-9.0,-22.0,0,N,0,0,0,0,0
PHX,12,-4.0,-11.0,0,N,0,0,0,0,0
DEN,9,7.0,24.0,0,N,7,0,17,0,0
MSO,4,-10.0,-14.0,0,N,0,0,0,0,0
PHX,3,42.0,30.0,0,N,30,0,0,0,0
DFW,9,27.0,52.0,0,N,0,0,25,0,27
SGF,3,-3.0,-19.0,0,N,0,0,0,0,0
AMA,1,-6.0,-14.0,0,N,0,0,0,0,0
LIT,6,4.0,-10.0,0,N,0,0,0,0,0
IAD,5,-3.0,-6.0,0,N,0,0,0,0,0
BNA,3,-3.0,-14.0,0,N,0,0,0,0,0
PHL,12,-7.0,-9.0,0,N,0,0,0,0,0
SAN,9,56.0,43.0,0,N,0,0,43,0,0
ATL,9,,,1,B,0,0,0,0,0
LAX,3,69.0,74.0,0,N,8,0,5,0,61
LAX,4,-6.0,-24.0,0,N,0,0,0,0,0
AUS,9,-10.0,-14.0,0,N,0,0,0,0,0
PSP,10,-10.0,-16.0,0,N,0,0,0,0,0
AUS,2,-8.0,10.0,0,N,0,0,0,0,0
OMA,4,-2.0,-7.0,0,N,0,0,0,0,0
DEN,10,-2.0,-10.0,0,N,0,0,0,0,0
DAL,11,-5.0,-13.0,0,N,0,0,0,0,0
IAH,8,-11.0,-33.0,0,N,0,0,0,0,0
BNA,4,104.0,107.0,0,N,4,0,3,0,100
WYS,6,-14.0,-25.0,0,N,0,0,0,0,0
SMF,2,8.0,15.0,0,N,15,0,0,0,0
PNS,3,-7.0,-9.0,0,N,0,0,0,0,0
MDW,8,105.0,92.0,0,N,92,0,0,0,0
ATL,9,-6.0,-10.0,0,N,0,0,0,0,0
SFO,11,-5.0,7.0,0,N,0,0,0,0,0
DFW,10,-3.0,-8.0,0,N,0,0,0,0,0
DAL,9,-5.0,-5.0,0,N,0,0,0,0,0
PDX,8,6.0,4.0,0,N,0,0,0,0,0
DEN,2,14.0,11.0,0,N,0,0,0,0,0
MLU,5,-5.0,-3.0,0,N,0,0,0,0,0
PDX,9,-4.0,-15.0,0,N,0,0,0,0,0
XWA,4,-11.0,-30.0,0,N,0,0,0,0,0
FCA,9,-8.0,-12.0,0,N,0,0,0,0,0
JFK,2,-5.0,-22.0,0,N,0,0,0,0,0
STT,1,21.0,39.0,0,N,10,0,29,0,0
CLT,2,98.0,100.0,0,N,0,0,2,0,98
DCA,8,312.0,290.0,0,N,290,0,0,0,0
CVG,2,-8.0,11.0,0,N,0,0,0,0,0
SAT,6,7.0,15.0,0,N,0,0,15,0,0
MSY,10,-8.0,-19.0,0,N,0,0,0,0,0
DTW,8,-10.0,-8.0,0,N,0,0,0,0,0
DFW,6,2.0,4.0,0,N,0,0,0,0,0
RIC,10,-3.0,4.0,0,N,0,0,0,0,0
LAS,4,29.0,9.0,0,N,0,0,0,0,0
TPA,8,-3.0,-14.0,0,N,0,0,0,0,0
MCO,1,19.0,12.0,0,N,0,0,0,0,0
DTW,5,-4.0,-3.0,0,N,0,0,0,0,0
PHX,2,-2.0,-24.0,0,N,0,0,0,0,0
OMA,12,-14.0,-41.0,0,N,0,0,0,0,0
TUS,3,-5.0,-1.0,0,N,0,0,0,0,0
SEA,8,1.0,8.0,0,N,0,0,0,0,0
HSV,9,32.0,14.0,0,N,0,0,0,0,0
LIT,6,55.0,63.0,0,N,0,0,49,0,14
RDU,4,-4.0,-15.0,0,N,0,0,0,0,0
RNO,3,101.0,129.0,0,N,4,0,28,0,97
TWF,4,-13.0,-19.0,0,N,0,0,0,0,0
FLL,2,57.0,51.0,0,N,12,0,39,0,0
COS,8,-1.0,-10.0,0,N,0,0,0,0,0
MLI,10,30.0,9.0,0,N,0,0,0,0,0
AUS,1,-15.0,-33.0,0,N,0,0,0,0,0
BWI,3,-2.0,-26.0,0,N,0,0,0,0,0
LAX,7,106.0,96.0,0,N,0,0,96,0,0
ATL,8,-5.0,-20.0,0,N,0,0,0,0,0
PHX,2,16.0,3.0,0,N,0,0,0,0,0
MCO,3,-5.0,6.0,0,N,0,0,0,0,0
DTW,11,-10.0,-17.0,0,N,0,0,0,0,0
SLC,5,-2.0,-8.0,0,N,0,0,0,0,0
BWI,12,12.0,15.0,0,N,12,0,3,0,0
MIA,12,-9.0,-20.0,0,N,0,0,0,0,0
MIA,7,7.0,-9.0,0,N,0,0,0,0,0
DFW,3,-2.0,27.0,0,N,0,0,27,0,0
SAN,1,0.0,-15.0,0,N,0,0,0,0,0
SYR,6,-1.0,-13.0,0,N,0,0,0,0,0
AUS,2,156.0,137.0,0,N,135,0,0,0,2
HNL,12,2.0,0.0,0,N,0,0,0,0,0
SMF,1,37.0,20.0,0,N,0,0,0,0,20
MEM,3,,,1,B,0,0,0,0,0
IAH,7,-7.0,-9.0,0,N,0,0,0,0,0
MYR,12,-3.0,-23.0,0,N,0,0,0,0,0
ORD,10,8.0,-8.0,0,N,0,0,0,0,0
DEN,2,-5.0,-17.0,0,N,0,0,0,0,0
SDF,6,-5.0,-4.0,0,N,0,0,0,0,0
MCO,12,-4.0,-16.0,0,N,0,0,0,0,0
MCO,3,27.0,38.0,0,N,26,0,11,0,1
MCO,10,-12.0,-16.0,0,N,0,0,0,0,0
MSP,2,0.0,-8.0,0,N,0,0,0,0,0
MIA,7,-13.0,-22.0,0,N,0,0,0,0,0
ORD,6,48.0,55.0,0,N,0,48,7,0,0
AUS,5,7.0,9.0,0,N,0,0,0,0,0
ORD,8,-4.0,-7.0,0,N,0,0,0,0,0
CLT,5,37.0,17.0,0,N,2,0,0,0,15
LAX,6,-4.0,-14.0,0,N,0,0,0,0,0
MIA,6,-8.0,-2.0,0,N,0,0,0,0,0
SLC,9,-1.0,-7.0,0,N,0,0,0,0,0
ATL,4,-1.0,-11.0,0,N,0,0,0,0,0
ATL,12,11.0,11.0,0,N,0,0,0,0,0
OAK,6,2.0,-7.0,0,N,0,0,0,0,0
BNA,8,-8.0,27.0,0,N,0,0,27,0,0
LGA,10,-10.0,-20.0,0,N,0,0,0,0,0
RDD,1,-2.0,-16.0,0,N,0,0,0,0,0
ATL,3,-5.0,-17.0,0,N,0,0,0,0,0
SJU,6,-7.0,-9.0,0,N,0,0,0,0,0
PHX,11,5.0,1.0,0,N,0,0,0,0,0
ORD,12,-7.0,-13.0,0,N,0,0,0,0,0
ATL,7,4.0,84.0,0,N,0,0,84,0,0
ATL,5,-4.0,-18.0,0,N,0,0,0,0,0
MCO,3,-2.0,68.0,0,N,0,0,68,0,0
BIS,8,0.0,-8.0,0,N,0,0,0,0,0
BUR,10,3.0,-11.0,0,N,0,0,0,0,0
SFO,10,-3.0,-1.0,0,N,0,0,0,0,0
ORD,6,-1.0,-13.0,0,N,0,0,0,0,0
BNA,6,3.0,-1.0,0,N,0,0,0,0,0
SBA,1,-11.0,-5.0,0,N,0,0,0,0,0
MCO,12,-1.0,33.0,0,N,0,0,33,0,0
MSP,10,-2.0,14.0,0,N,0,0,0,0,0
ORD,5,29.0,59.0,0,N,13,0,30,0,16
BNA,9,22.0,22.0,0,N,5,0,0,0,17
MDT,3,-10.0,-25.0,0,N,0,0,0,0,0
DFW,12,-3.0,-7.0,0,N,0,0,0,0,0
SAT,7,-1.0,-13.0,0,N,0,0,0,0,0
CLT,8,86.0,99.0,0,N,0,9,13,0,77
DFW,4,-2.0,-15.0,0,N,0,0,0,0,0
LAX,3,-7.0,-13.0,0,N,0,0,0,0,0
MCO,1,-4.0,-3.0,0,N,0,0,0,0,0
ATL,5,-3.0,-14.0,0,N,0,0,0,0,0
SAT,4,-4.0,-23.0,0,N,0,0,0,0,0
DEN,1,0.0,-29.0,0,N,0,0,0,0,0
ATL,5,-2.0,-2.0,0,N,0,0,0,0,0
ATL,2,-3.0,-6.0,0,N,0,0,0,0,0
CLE,2,-3.0,-19.0,0,N,0,0,0,0,0
MSP,4,-19.0,-34.0,0,N,0,0,0,0,0
ICT,12,-3.0,-7.0,0,N,0,0,0,0,0
SFO,4,-7.0,-18.0,0,N,0,0,0,0,0
MIA,11,3.0,-5.0,0,N,0,0,0,0,0
ATL,12,-6.0,-29.0,0,N,0,0,0,0,0
FLL,6,-6.0,-17.0,0,N,0,0,0,0,0
EWR,12,85.0,81.0,0,N,71,0,0,0,10
MIA,7,21.0,9.0,0,N,0,0,0,0,0
PHX,6,106.0,89.0,0,N,2,0,0,0,87
DEN,6,57.0,42.0,0,N,42,0,0,0,0
HNL,4,-2.0,-14.0,0,N,0,0,0,0,0
LAX,11,0.0,-4.0,0,N,0,0,0,0,0
ATL,9,8.0,-5.0,0,N,0,0,0,0,0
DFW,9,-6.0,-13.0,0,N,0,0,0,0,0
LGA,5,-1.0,-15.0,0,N,0,0,0,0,0
DEN,3,-3.0,-15.0,0,N,0,0,0,0,0
ONT,8,-6.0,-11.0,0,N,0,0,0,0,0
PDX,7,9.0,27.0,0,N,9,0,18,0,0
EGE,3,-5.0,9.0,0,N,0,0,0,0,0
SJC,10,-8.0,-22.0,0,N,0,0,0,0,0
DFW,5,-3.0,-7.0,0,N,0,0,0,0,0
PIT,8,16.0,2.0,0,N,0,0,0,0,0
HOU,8,-1.0,-14.0,0,N,0,0,0,0,0
SDF,6,-4.0,-14.0,0,N,0,0,0,0,0
IAD,1,41.0,17.0,0,N,2,0,0,0,15
PHL,1,-3.0,-20.0,0,N,0,0,0,0,0
MSY,5,2.0,1.0,0,N,0,0,0,0,0
DTW,10,-1.0,-13.0,0,N,0,0,0,0,0
MSN,10,-5.0,-9.0,0,N,0,0,0,0,0
SEA,12,-7.0,-23.0,0,N,0,0,0,0,0
DTW,10,-3.0,-10.0,0,N,0,0,0,0,0
DTW,11,-5.0,-20.0,0,N,0,0,0,0,0
PHL,5,-2.0,-9.0,0,N,0,0,0,0,0
PHL,12,50.0,97.0,0,N,0,50,47,0,0
LBB,4,-6.0,-2.0,0,N,0,0,0,0,0
ORD,5,-2.0,13.0,0,N,0,0,0,0,0
SAV,10,-5.0,-14.0,0,N,0,0,0,0,0
BOS,6,1.0,-7.0,0,N,0,0,0,0,0
SEA,8,-5.0,-5.0,0,N,0,0,0,0,0
CMH,4,6.0,-4.0,0,N,0,0,0,0,0
FSD,9,-10.0,-17.0,0,N,0,0,0,0,0
DFW,9,-8.0,-14.0,0,N,0,0,0,0,0
GEG,6,11.0,-9.0,0,N,0,0,0,0,0
CLT,7,25.0,35.0,0,N,25,0,10,0,0
SAN,8,0.0,6.0,0,N,0,0,0,0,0
PHL,7,0.0,-28.0,0,N,0,0,0,0,0
IAD,6,23.0,26.0,0,N,5,0,3,0,18
LIH,8,0.0,-34.0,0,N,0,0,0,0,0
TUS,9,-10.0,-12.0,0,N,0,0,0,0,0
ORD,4,6.0,-5.0,0,N,0,0,0,0,0
MIA,3,65.0,84.0,0,N,26,0,19,0,39
STL,8,-12.0,-25.0,0,N,0,0,0,0,0
BOS,12,45.0,39.0,0,N,0,2,0,0,37
DEN,10,-3.0,1.0,0,N,0,0,0,0,0
TPA,7,-2.0,-5.0,0,N,0,0,0,0,0
GEG,12,,,1,B,0,0,0,0,0
MSP,8,51.0,66.0,0,N,0,0,28,0,38
LIH,12,-4.0,-4.0,0,N,0,0,0,0,0
OAK,9,1.0,-13.0,0,N,0,0,0,0,0
ATL,10,-9.0,-16.0,0,N,0,0,0,0,0
RNO,7,24.0,8.0,0,N,0,0,0,0,0
LIH,11,-5.0,-15.0,0,N,0,0,0,0,0
RSW,8,-12.0,-33.0,0,N,0,0,0,0,0
STL,2,-4.0,-18.0,0,N,0,0,0,0,0
ASE,8,-5.0,-5.0,0,N,0,0,0,0,0
LAS,2,11.0,-3.0,0,N,0,0,0,0,0
DFW,4,3.0,-12.0,0,N,0,0,0,0,0
BWI,1,19.0,6.0,0,N,0,0,0,0,0
JFK,9,10.0,10.0,0,N,0,0,0,0,0
MIA,4,-5.0,-25.0,0,N,0,0,0,0,0
BNA,5,58.0,48.0,0,N,0,0,48,0,0
PHX,10,22.0,12.0,0,N,0,0,0,0,0
SNA,6,66.0,46.0,0,N,46,0,0,0,0
DTW,1,-2.0,-10.0,0,N,0,0,0,0,0
BGR,1,-5.0,-5.0,0,N,0,0,0,0,0
PVU,7,48.0,46.0,0,N,46,0,0,0,0
LGA,12,1.0,-33.0,0,N,0,0,0,0,0
JAN,9,-6.0,0.0,0,N,0,0,0,0,0
FLL,3,78.0,73.0,0,N,7,0,0,0,66
LAX,7,-12.0,-5.0,0,N,0,0,0,0,0
ATL,9,-2.0,-8.0,0,N,0,0,0,0,0
