origin,month,dep_delay,arr_delay,cancelled,cancellation_code,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
JAX,5,-1.0,-16.0,0,N,0,0,0,0,0
DTW,11,-6.0,-10.0,0,N,0,0,0,0,0
MSP,3,0.0,-14.0,0,N,0,0,0,0,0
SJU,7,14.0,11.0,0,N,0,0,0,0,0
PWM,7,-4.0,-32.0,0,N,0,0,0,0,0
ORD,5,-6.0,-17.0,0,N,0,0,0,0,0
DSM,9,-10.0,-18.0,0,N,0,0,0,0,0
TYS,9,-10.0,-12.0,0,N,0,0,0,0,0
PHX,10,-12.0,-11.0,0,N,0,0,0,0,0
BZN,11,-6.0,6.0,0,N,0,0,0,0,0
SMF,5,-1.0,-8.0,0,N,0,0,0,0,0
SFO,11,17.0,2.0,0,N,0,0,0,0,0
MDW,10,0.0,-6.0,0,N,0,0,0,0,0
AMA,3,-3.0,6.0,0,N,0,0,0,0,0
LAX,4,-7.0,-10.0,0,N,0,0,0,0,0
DFW,7,72.0,50.0,0,N,0,0,0,0,50
CLT,10,-3.0,-12.0,0,N,0,0,0,0,0
FAY,4,-6.0,-16.0,0,N,0,0,0,0,0
IAH,3,-6.0,9.0,0,N,0,0,0,0,0
SFO,1,-2.0,3.0,0,N,0,0,0,0,0
MSP,9,-9.0,-26.0,0,N,0,0,0,0,0
BWI,6,-3.0,-11.0,0,N,0,0,0,0,0
ORD,12,-2.0,7.0,0,N,0,0,0,0,0
DCA,7,70.0,168.0,0,N,1,0,98,0,69
SAN,10,-10.0,-29.0,0,N,0,0,0,0,0
AUS,3,-8.0,-25.0,0,N,0,0,0,0,0
AUS,2,-3.0,-18.0,0,N,0,0,0,0,0
MCO,10,-6.0,-3.0,0,N,0,0,0,0,0
JFK,9,-7.0,-24.0,0,N,0,0,0,0,0
ATL,7,21.0,27.0,0,N,5,0,6,0,16
AUS,11,5.0,26.0,0,N,0,0,26,0,0
ORD,6,17.0,27.0,0,N,0,0,10,0,17
SFO,12,3.0,9.0,0,N,0,0,0,0,0
PHX,12,-3.0,2.0,0,N,0,0,0,0,0
MYR,3,-2.0,-28.0,0,N,0,0,0,0,0
BNA,5,409.0,399.0,0,N,0,0,399,0,0
CLT,5,32.0,60.0,0,N,25,0,28,0,7
PVD,2,-17.0,-25.0,0,N,0,0,0,0,0
SGU,12,357.0,364.0,0,N,0,0,7,0,357
MSP,2,-1.0,-21.0,0,N,0,0,0,0,0
DFW,8,-2.0,-8.0,0,N,0,0,0,0,0
ILM,5,-3.0,-5.0,0,N,0,0,0,0,0
RIC,12,-13.0,-18.0,0,N,0,0,0,0,0
DEN,2,21.0,34.0,0,N,21,0,13,0,0
CLE,8,-7.0,-28.0,0,N,0,0,0,0,0
MOT,4,-4.0,-30.0,0,N,0,0,0,0,0
DEN,10,9.0,4.0,0,N,0,0,0,0,0
SDF,8,,,1,B,0,0,0,0,0
BNA,3,-3.0,-10.0,0,N,0,0,0,0,0
HPN,3,58.0,48.0,0,N,48,0,0,0,0
CVG,12,2.0,-6.0,0,N,0,0,0,0,0
DFW,10,-5.0,2.0,0,N,0,0,0,0,0
DCA,2,-4.0,22.0,0,N,0,0,22,0,0
SEA,8,9.0,-2.0,0,N,0,0,0,0,0
XNA,9,-6.0,9.0,0,N,0,0,0,0,0
DFW,11,11.0,7.0,0,N,0,0,0,0,0
BWI,11,8.0,1.0,0,N,0,0,0,0,0
SLC,7,-7.0,-7.0,0,N,0,0,0,0,0
SNA,6,-4.0,-19.0,0,N,0,0,0,0,0
DCA,10,-4.0,-9.0,0,N,0,0,0,0,0
RSW,2,-10.0,-21.0,0,N,0,0,0,0,0
RDU,6,-4.0,-19.0,0,N,0,0,0,0,0
HOU,2,8.0,1.0,0,N,0,0,0,0,0
SAN,6,-8.0,-10.0,0,N,0,0,0,0,0
ATL,4,60.0,56.0,0,N,2,0,0,0,54
PIT,5,-1.0,8.0,0,N,0,0,0,0,0
SEA,9,0.0,-14.0,0,N,0,0,0,0,0
ELM,10,,,1,B,0,0,0,0,0
SJC,6,4.0,-7.0,0,N,0,0,0,0,0
OGG,4,-4.0,-13.0,0,N,0,0,0,0,0
PHL,7,44.0,47.0,0,N,44,0,3,0,0
CLT,3,5.0,-9.0,0,N,0,0,0,0,0
ORD,12,11.0,-3.0,0,N,0,0,0,0,0
EWR,5,128.0,115.0,0,N,0,115,0,0,0
DFW,2,-8.0,-7.0,0,N,0,0,0,0,0
MSP,9,-5.0,-17.0,0,N,0,0,0,0,0
DFW,10,-2.0,5.0,0,N,0,0,0,0,0
SFO,8,-6.0,-4.0,0,N,0,0,0,0,0
LGA,6,-9.0,-11.0,0,N,0,0,0,0,0
FSD,10,-10.0,-27.0,0,N,0,0,0,0,0
EWR,9,-1.0,-23.0,0,N,0,0,0,0,0
KOA,6,-5.0,-8.0,0,N,0,0,0,0,0
SMF,2,-10.0,5.0,0,N,0,0,0,0,0
ATL,7,-5.0,-19.0,0,N,0,0,0,0,0
ORD,2,-5.0,-14.0,0,N,0,0,0,0,0
LCK,6,4.0,-2.0,0,N,0,0,0,0,0
ORD,12,-10.0,-33.0,0,N,0,0,0,0,0
PIT,1,20.0,-4.0,0,N,0,0,0,0,0
SNA,3,,,1,B,0,0,0,0,0
BOS,4,-4.0,-6.0,0,N,0,0,0,0,0
FLL,3,37.0,82.0,0,N,37,0,45,0,0
HPN,7,-1.0,25.0,0,N,0,0,25,0,0
IAH,6,28.0,14.0,0,N,0,0,0,0,0
PIT,2,34.0,37.0,0,N,34,0,3,0,0
PBI,1,28.0,7.0,0,N,0,0,0,0,0
DEC,2,34.0,15.0,0,N,0,0,0,0,15
EUG,7,112.0,101.0,0,N,0,0,94,0,7
DFW,4,33.0,17.0,0,N,0,0,0,0,17
FSD,3,-9.0,-18.0,0,N,0,0,0,0,0
ORD,12,-7.0,-9.0,0,N,0,0,0,0,0
CLT,7,436.0,423.0,0,N,423,0,0,0,0
SDF,12,-8.0,-12.0,0,N,0,0,0,0,0
MIA,10,-4.0,-17.0,0,N,0,0,0,0,0
MIA,11,41.0,19.0,0,N,0,0,0,0,19
EWR,2,-1.0,2.0,0,N,0,0,0,0,0
JFK,6,7.0,-27.0,0,N,0,0,0,0,0
DCA,6,-3.0,-8.0,0,N,0,0,0,0,0
JAN,5,91.0,88.0,0,N,38,0,0,0,50
BOI,4,25.0,22.0,0,N,0,0,0,0,22
DEN,12,1.0,-2.0,0,N,0,0,0,0,0
LAX,5,-17.0,-33.0,0,N,0,0,0,0,0
BWI,7,32.0,28.0,0,N,28,0,0,0,0
ATL,11,-6.0,-19.0,0,N,0,0,0,0,0
DAL,12,160.0,182.0,0,N,0,0,22,0,160
MCO,11,-3.0,-21.0,0,N,0,0,0,0,0
CMH,11,-5.0,-17.0,0,N,0,0,0,0,0
BOS,12,55.0,76.0,0,N,0,0,76,0,0
CLE,7,-1.0,-13.0,0,N,0,0,0,0,0
SLC,11,-4.0,-20.0,0,N,0,0,0,0,0
HNL,5,8.0,3.0,0,N,0,0,0,0,0
GJT,7,-4.0,-3.0,0,N,0,0,0,0,0
BWI,9,18.0,11.0,0,N,0,0,0,0,0
DEN,2,-3.0,14.0,0,N,0,0,0,0,0
DEN,8,4.0,-2.0,0,N,0,0,0,0,0
ATL,3,-1.0,0.0,0,N,0,0,0,0,0
ILM,3,-12.0,-33.0,0,N,0,0,0,0,0
PDX,4,3.0,-9.0,0,N,0,0,0,0,0
BWI,2,0.0,-13.0,0,N,0,0,0,0,0
SMF,2,-9.0,-9.0,0,N,0,0,0,0,0
ORD,12,-7.0,-20.0,0,N,0,0,0,0,0
HPN,6,1.0,4.0,0,N,0,0,0,0,0
SMF,2,-11.0,-29.0,0,N,0,0,0,0,0
SAN,4,25.0,21.0,0,N,0,0,0,0,21
DCA,4,2.0,8.0,0,N,0,0,0,0,0
LAX,1,-7.0,-27.0,0,N,0,0,0,0,0
RSW,12,-13.0,-16.0,0,N,0,0,0,0,0
DEN,6,6.0,-6.0,0,N,0,0,0,0,0
DAL,4,-2.0,-9.0,0,N,0,0,0,0,0
TYS,12,-10.0,-14.0,0,N,0,0,0,0,0
MDW,9,-12.0,-10.0,0,N,0,0,0,0,0
BNA,11,6.0,6.0,0,N,0,0,0,0,0
PHX,1,9.0,13.0,0,N,0,0,0,0,0
ATL,3,-9.0,-12.0,0,N,0,0,0,0,0
LAS,3,-5.0,-11.0,0,N,0,0,0,0,0
LAX,3,-7.0,-34.0,0,N,0,0,0,0,0
FAT,7,-8.0,0.0,0,N,0,0,0,0,0
DEN,11,4.0,-5.0,0,N,0,0,0,0,0
SYR,2,1.0,7.0,0,N,0,0,0,0,0
ICT,11,-7.0,-11.0,0,N,0,0,0,0,0
DFW,3,-3.0,5.0,0,N,0,0,0,0,0
PWM,6,-2.0,-19.0,0,N,0,0,0,0,0
OGG,6,44.0,11.0,0,N,0,0,0,0,0
CLE,12,4.0,-36.0,0,N,0,0,0,0,0
DCA,4,2.0,-10.0,0,N,0,0,0,0,0
DEN,1,15.0,-6.0,0,N,0,0,0,0,0
EYW,3,-3.0,-15.0,0,N,0,0,0,0,0
DEN,4,-16.0,2.0,0,N,0,0,0,0,0
IAH,1,16.0,8.0,0,N,0,0,0,0,0
ORD,12,9.0,-16.0,0,N,0,0,0,0,0
JFK,6,6.0,43.0,0,N,6,0,37,0,0
MCO,12,-12.0,-18.0,0,N,0,0,0,0,0
ITO,8,-3.0,-10.0,0,N,0,0,0,0,0
TYS,11,28.0,18.0,0,N,10,0,0,0,8
ALB,10,39.0,13.0,0,N,0,0,0,0,0
ATL,7,-9.0,-17.0,0,N,0,0,0,0,0
CVG,2,-7.0,-30.0,0,N,0,0,0,0,0
DFW,9,14.0,7.0,0,N,0,0,0,0,0
LAX,6,57.0,77.0,0,N,57,0,20,0,0
IAH,10,-8.0,-11.0,0,N,0,0,0,0,0
IAH,3,-4.0,-13.0,0,N,0,0,0,0,0
MSP,11,-8.0,1.0,0,N,0,0,0,0,0
ATL,8,-4.0,-8.0,0,N,0,0,0,0,0
LIT,10,-5.0,-15.0,0,N,0,0,0,0,0
CLT,11,19.0,24.0,0,N,19,0,5,0,0
TUS,9,-1.0,-11.0,0,N,0,0,0,0,0
LAS,1,-4.0,-6.0,0,N,0,0,0,0,0
DEN,12,0.0,7.0,0,N,0,0,0,0,0
OGG,11,-4.0,-10.0,0,N,0,0,0,0,0
CLT,3,10.0,6.0,0,N,0,0,0,0,0
SAN,8,0.0,3.0,0,N,0,0,0,0,0
JFK,3,8.0,-7.0,0,N,0,0,0,0,0
BTR,10,-11.0,-36.0,0,N,0,0,0,0,0
GRR,9,-14.0,-11.0,0,N,0,0,0,0,0
CID,2,-2.0,-20.0,0,N,0,0,0,0,0
PHX,10,-1.0,-10.0,0,N,0,0,0,0,0
ANC,7,-6.0,-2.0,0,N,0,0,0,0,0
JFK,9,-4.0,-16.0,0,N,0,0,0,0,0
DEN,7,24.0,20.0,0,N,0,11,0,0,9
DCA,9,-5.0,-23.0,0,N,0,0,0,0,0
LGA,5,-4.0,-6.0,0,N,0,0,0,0,0
LAX,6,-1.0,-5.0,0,N,0,0,0,0,0
OAK,6,41.0,39.0,0,N,0,0,0,0,39
ORD,12,-2.0,-6.0,0,N,0,0,0,0,0
LGA,11,-10.0,-9.0,0,N,0,0,0,0,0
SAN,2,19.0,12.0,0,N,0,0,0,0,0
ORD,9,-5.0,-8.0,0,N,0,0,0,0,0
JFK,8,-2.0,-23.0,0,N,0,0,0,0,0
CHS,4,0.0,-21.0,0,N,0,0,0,0,0
MYR,7,-8.0,-20.0,0,N,0,0,0,0,0
ATL,8,-5.0,-7.0,0,N,0,0,0,0,0
MSY,9,-6.0,-20.0,0,N,0,0,0,0,0
LAX,3,2640.0,2627.0,0,N,121,0,0,0,2506
JFK,1,-9.0,-8.0,0,N,0,0,0,0,0
BOS,9,74.0,65.0,0,N,65,0,0,0,0
ROW,10,35.0,24.0,0,N,24,0,0,0,0
SNA,12,-7.0,-15.0,0,N,0,0,0,0,0
ATL,7,21.0,13.0,0,N,0,0,0,0,0
IAH,1,-8.0,-28.0,0,N,0,0,0,0,0
HNL,4,-4.0,-6.0,0,N,0,0,0,0,0
MCO,7,-9.0,-12.0,0,N,0,0,0,0,0
ATL,11,-4.0,-16.0,0,N,0,0,0,0,0
DFW,7,11.0,3.0,0,N,0,0,0,0,0
PIT,6,26.0,30.0,0,N,0,0,4,0,26
TUL,2,-10.0,-20.0,0,N,0,0,0,0,0
MSY,7,-4.0,-21.0,0,N,0,0,0,0,0
EWR,6,347.0,344.0,0,N,0,0,344,0,0
LAS,10,-7.0,-14.0,0,N,0,0,0,0,0
HOU,7,30.0,13.0,0,N,0,0,0,0,0
OAK,8,0.0,-8.0,0,N,0,0,0,0,0
DTW,3,-4.0,-15.0,0,N,0,0,0,0,0
SAN,11,-2.0,0.0,0,N,0,0,0,0,0
DCA,11,19.0,16.0,0,N,16,0,0,0,0
MCO,4,-1.0,-11.0,0,N,0,0,0,0,0
FLL,10,-8.0,-11.0,0,N,0,0,0,0,0
CMH,6,1.0,-9.0,0,N,0,0,0,0,0
YUM,11,48.0,56.0,0,N,48,0,8,0,0
FLL,4,4.0,1.0,0,N,0,0,0,0,0
MSY,5,75.0,66.0,0,N,0,0,0,0,66
BWI,2,29.0,18.0,0,N,11,0,0,0,7
SAN,1,-4.0,-2.0,0,N,0,0,0,0,0
MIA,2,-8.0,-13.0,0,N,0,0,0,0,0
ORD,6,6.0,53.0,0,N,0,6,47,0,0
GRR,7,31.0,16.0,0,N,16,0,0,0,0
LAX,8,-3.0,-25.0,0,N,0,0,0,0,0
SNA,3,14.0,19.0,0,N,0,0,5,0,14
LAS,3,259.0,252.0,0,N,9,0,0,0,243
PHX,9,-8.0,-18.0,0,N,0,0,0,0,0
OMA,10,1.0,-1.0,0,N,0,0,0,0,0
SFB,1,-9.0,-17.0,0,N,0,0,0,0,0
LAS,9,63.0,44.0,0,N,0,0,44,0,0
GSP,10,-8.0,-9.0,0,N,0,0,0,0,0
DFW,10,-2.0,-9.0,0,N,0,0,0,0,0
FLL,11,-7.0,-11.0,0,N,0,0,0,0,0
LGA,3,-8.0,-25.0,0,N,0,0,0,0,0
MDW,1,,,1,B,0,0,0,0,0
ATL,10,-3.0,-14.0,0,N,0,0,0,0,0
LAX,12,-8.0,-1.0,0,N,0,0,0,0,0
DTW,2,-6.0,13.0,0,N,0,0,0,0,0
MIA,6,34.0,34.0,0,N,13,0,0,0,21
DAL,7,4.0,-12.0,0,N,0,0,0,0,0
MKE,8,-7.0,-9.0,0,N,0,0,0,0,0
MCI,7,-4.0,-11.0,0,N,0,0,0,0,0
LAX,7,-1.0,-15.0,0,N,0,0,0,0,0
LAX,9,-2.0,-16.0,0,N,0,0,0,0,0
IND,9,38.0,38.0,0,N,0,0,0,0,38
DFW,9,3.0,-4.0,0,N,0,0,0,0,0
HNL,5,-6.0,1.0,0,N,0,0,0,0,0
BNA,4,-6.0,-6.0,0,N,0,0,0,0,0
LGA,9,-5.0,-11.0,0,N,0,0,0,0,0
MIA,12,-3.0,-10.0,0,N,0,0,0,0,0
PVD,3,-1.0,-24.0,0,N,0,0,0,0,0
FLL,6,0.0,-24.0,0,N,0,0,0,0,0
LGA,3,-6.0,-30.0,0,N,0,0,0,0,0
IAD,8,1.0,5.0,0,N,0,0,0,0,0
BTV,8,,,1,B,0,0,0,0,0
DEN,12,29.0,2.0,0,N,0,0,0,0,0
JAN,8,-9.0,-9.0,0,N,0,0,0,0,0
MCI,9,-3.0,-12.0,0,N,0,0,0,0,0
ORD,7,-7.0,-19.0,0,N,0,0,0,0,0
MCO,11,-6.0,-22.0,0,N,0,0,0,0,0
BNA,9,25.0,10.0,0,N,0,0,0,0,0
SAT,8,-8.0,-20.0,0,N,0,0,0,0,0
DFW,5,-7.0,-7.0,0,N,0,0,0,0,0
BOS,7,4.0,-16.0,0,N,0,0,0,0,0
IAH,7,28.0,41.0,0,N,26,0,13,0,2
DEN,2,-3.0,-11.0,0,N,0,0,0,0,0
LAS,3,8.0,-1.0,0,N,0,0,0,0,0
ORD,7,0.0,-11.0,0,N,0,0,0,0,0
COS,9,-10.0,-20.0,0,N,0,0,0,0,0
ORD,12,-2.0,1.0,0,N,0,0,0,0,0
BWI,5,42.0,23.0,0,N,8,0,0,0,15
MCO,2,88.0,86.0,0,N,0,0,0,86,0
DFW,3,2.0,-8.0,0,N,0,0,0,0,0
MSY,1,-4.0,1.0,0,N,0,0,0,0,0
DCA,1,15.0,15.0,0,N,15,0,0,0,0
SFO,3,5.0,-10.0,0,N,0,0,0,0,0
OAK,10,-6.0,-14.0,0,N,0,0,0,0,0
PIT,11,1.0,-28.0,0,N,0,0,0,0,0
CLT,11,6.0,2.0,0,N,0,0,0,0,0
BIL,10,-6.0,-15.0,0,N,0,0,0,0,0
SDF,12,-8.0,-34.0,0,N,0,0,0,0,0
SLC,4,66.0,83.0,0,N,0,0,72,0,11
PNS,7,10.0,-4.0,0,N,0,0,0,0,0
HOU,7,-8.0,-2.0,0,N,0,0,0,0,0
DFW,11,27.0,13.0,0,N,0,0,0,0,0
LGA,7,18.0,22.0,0,N,0,0,4,0,18
ABE,4,-10.0,-27.0,0,N,0,0,0,0,0
IAH,9,125.0,110.0,0,N,0,0,0,0,110
DFW,2,-5.0,-4.0,0,N,0,0,0,0,0
FAT,5,53.0,33.0,0,N,33,0,0,0,0
AMA,7,-5.0,-10.0,0,N,0,0,0,0,0
FAT,12,4.0,1.0,0,N,0,0,0,0,0
JFK,10,-2.0,-18.0,0,N,0,0,0,0,0
DCA,11,-14.0,-36.0,0,N,0,0,0,0,0
PHL,11,-10.0,-3.0,0,N,0,0,0,0,0
SMF,4,-8.0,-21.0,0,N,0,0,0,0,0
ATL,1,13.0,9.0,0,N,0,0,0,0,0
ORD,6,-2.0,1.0,0,N,0,0,0,0,0
DEN,8,,,1,B,0,0,0,0,0
CLT,10,-8.0,-6.0,0,N,0,0,0,0,0
CMH,2,-6.0,-33.0,0,N,0,0,0,0,0
LAX,7,18.0,7.0,0,N,0,0,0,0,0
FLL,6,14.0,15.0,0,N,14,0,1,0,0
PHX,8,-4.0,-3.0,0,N,0,0,0,0,0
CLT,1,-5.0,5.0,0,N,0,0,0,0,0
IND,4,-9.0,-17.0,0,N,0,0,0,0,0
GSO,10,-5.0,-13.0,0,N,0,0,0,0,0
PBI,7,-3.0,1.0,0,N,0,0,0,0,0
ATL,6,-1.0,2.0,0,N,0,0,0,0,0
ATL,11,-8.0,-20.0,0,N,0,0,0,0,0
PHX,2,-7.0,-37.0,0,N,0,0,0,0,0
ORD,8,54.0,60.0,0,N,0,0,6,0,54
DEN,8,56.0,28.0,0,N,0,0,0,0,28
DEN,6,57.0,50.0,0,N,50,0,0,0,0
SLC,11,22.0,27.0,0,N,0,22,5,0,0
LGA,1,-10.0,-18.0,0,N,0,0,0,0,0
DEN,4,-8.0,-17.0,0,N,0,0,0,0,0
COS,1,23.0,2.0,0,N,0,0,0,0,0
PDX,7,8.0,-4.0,0,N,0,0,0,0,0
HNL,10,-6.0,-7.0,0,N,0,0,0,0,0
PVD,8,29.0,57.0,0,N,0,13,28,0,16
BWI,11,3.0,-21.0,0,N,0,0,0,0,0
DEN,2,55.0,,0,N,0,0,0,0,0
MIA,4,9.0,15.0,0,N,0,9,6,0,0
SNA,5,6.0,-8.0,0,N,0,0,0,0,0
LAX,6,-8.0,14.0,0,N,0,0,0,0,0
MCI,10,10.0,-6.0,0,N,0,0,0,0,0
DSM,6,-13.0,-18.0,0,N,0,0,0,0,0
MYR,7,-10.0,5.0,0,N,0,0,0,0,0
SMF,8,-1.0,-13.0,0,N,0,0,0,0,0
PHX,10,-11.0,-16.0,0,N,0,0,0,0,0
MCO,2,-12.0,-17.0,0,N,0,0,0,0,0
PHL,1,-16.0,-32.0,0,N,0,0,0,0,0
DEN,9,-5.0,7.0,0,N,0,0,0,0,0
HPN,12,-13.0,-10.0,0,N,0,0,0,0,0
BIS,10,-4.0,-24.0,0,N,0,0,0,0,0
CLT,12,4.0,4.0,0,N,0,0,0,0,0
IAH,5,-2.0,-14.0,0,N,0,0,0,0,0
ABQ,7,-3.0,-7.0,0,N,0,0,0,0,0
CID,5,-16.0,-9.0,0,N,0,0,0,0,0
EWR,9,-12.0,-21.0,0,N,0,0,0,0,0
BNA,8,4.0,1.0,0,N,0,0,0,0,0
DEN,3,-6.0,-12.0,0,N,0,0,0,0,0
ATL,1,-7.0,-11.0,0,N,0,0,0,0,0
SYR,6,-5.0,-18.0,0,N,0,0,0,0,0
JFK,10,2.0,-5.0,0,N,0,0,0,0,0
SAN,1,-4.0,-1.0,0,N,0,0,0,0,0
MKE,3,0.0,7.0,0,N,0,0,0,0,0
MSP,11,-14.0,-29.0,0,N,0,0,0,0,0
PDX,2,-5.0,-8.0,0,N,0,0,0,0,0
SAT,1,19.0,-2.0,0,N,0,0,0,0,0
TUL,4,-5.0,-12.0,0,N,0,0,0,0,0
LAX,10,22.0,12.0,0,N,0,0,0,0,0
MSY,6,37.0,37.0,0,N,37,0,0,0,0
DEN,10,-1.0,3.0,0,N,0,0,0,0,0
ATL,8,106.0,98.0,0,N,98,0,0,0,0
MDW,10,-7.0,-15.0,0,N,0,0,0,0,0
DEN,5,-2.0,-7.0,0,N,0,0,0,0,0
LAX,4,-4.0,-35.0,0,N,0,0,0,0,0
CLT,4,-5.0,-3.0,0,N,0,0,0,0,0
ABQ,1,-9.0,30.0,0,N,0,0,30,0,0
DEN,12,-1.0,-2.0,0,N,0,0,0,0,0
DEN,6,-3.0,-13.0,0,N,0,0,0,0,0
BTV,12,-3.0,7.0,0,N,0,0,0,0,0
ORD,7,22.0,20.0,0,N,0,20,0,0,0
SLC,3,-2.0,-5.0,0,N,0,0,0,0,0
LAS,7,-3.0,-15.0,0,N,0,0,0,0,0
RNO,10,14.0,9.0,0,N,0,0,0,0,0
ORF,4,40.0,57.0,0,N,0,0,57,0,0
BOS,3,-4.0,1.0,0,N,0,0,0,0,0
ASE,4,-1.0,-20.0,0,N,0,0,0,0,0
SNA,9,-10.0,-20.0,0,N,0,0,0,0,0
ONT,8,15.0,10.0,0,N,0,0,0,0,0
SYR,4,-6.0,2.0,0,N,0,0,0,0,0
DEN,4,12.0,15.0,0,N,0,12,3,0,0
SJU,7,69.0,43.0,0,N,32,0,0,0,11
SAT,6,16.0,17.0,0,N,16,0,1,0,0
DEN,3,-4.0,-35.0,0,N,0,0,0,0,0
ATL,12,16.0,12.0,0,N,0,0,0,0,0
MCO,10,-6.0,-11.0,0,N,0,0,0,0,0
ATL,9,3.0,-18.0,0,N,0,0,0,0,0
MSP,8,-6.0,-7.0,0,N,0,0,0,0,0
HNL,2,2.0,1.0,0,N,0,0,0,0,0
SEA,11,-8.0,-9.0,0,N,0,0,0,0,0
RSW,4,-1.0,1.0,0,N,0,0,0,0,0
HPN,8,-2.0,-7.0,0,N,0,0,0,0,0
DTW,9,-6.0,-22.0,0,N,0,0,0,0,0
DEN,1,-4.0,19.0,0,N,0,0,19,0,0
SJC,9,6.0,23.0,0,N,0,6,17,0,0
ATL,12,8.0,-6.0,0,N,0,0,0,0,0
CLT,3,0.0,-5.0,0,N,0,0,0,0,0
HNL,11,-1.0,-4.0,0,N,0,0,0,0,0
DFW,8,-4.0,-6.0,0,N,0,0,0,0,0
XNA,6,47.0,47.0,0,N,13,0,0,0,34
SLC,6,-6.0,-7.0,0,N,0,0,0,0,0
SNA,1,-10.0,-29.0,0,N,0,0,0,0,0
TLH,6,-3.0,-6.0,0,N,0,0,0,0,0
BWI,2,-10.0,-25.0,0,N,0,0,0,0,0
SFO,12,-8.0,-30.0,0,N,0,0,0,0,0
BTV,6,-15.0,-35.0,0,N,0,0,0,0,0
CLT,4,-1.0,6.0,0,N,0,0,0,0,0
LAX,4,-2.0,-4.0,0,N,0,0,0,0,0
HPN,3,2.0,-14.0,0,N,0,0,0,0,0
STL,6,0.0,-15.0,0,N,0,0,0,0,0
MIA,2,1.0,-8.0,0,N,0,0,0,0,0
DCA,1,-10.0,-30.0,0,N,0,0,0,0,0
DCA,11,-4.0,-14.0,0,N,0,0,0,0,0
MCO,2,8.0,43.0,0,N,8,0,35,0,0
AUS,9,-3.0,31.0,0,N,0,0,31,0,0
DFW,10,24.0,16.0,0,N,4,0,0,0,12
BOI,4,-3.0,-20.0,0,N,0,0,0,0,0
MCI,1,-9.0,12.0,0,N,0,0,0,0,0
ORD,5,-1.0,-7.0,0,N,0,0,0,0,0
IAD,6,-1.0,-1.0,0,N,0,0,0,0,0
MCI,10,,,1,B,0,0,0,0,0
MYR,4,-11.0,-27.0,0,N,0,0,0,0,0
SLC,11,0.0,-15.0,0,N,0,0,0,0,0
PHL,5,18.0,4.0,0,N,0,0,0,0,0
LGA,6,0.0,-33.0,0,N,0,0,0,0,0
BUR,8,-7.0,-15.0,0,N,0,0,0,0,0
PHX,11,-1.0,-3.0,0,N,0,0,0,0,0
STL,11,-2.0,-16.0,0,N,0,0,0,0,0
AUS,9,1.0,-3.0,0,N,0,0,0,0,0
PHX,11,96.0,96.0,0,N,96,0,0,0,0
RDU,11,1.0,-10.0,0,N,0,0,0,0,0
PHL,9,1.0,16.0,0,N,1,0,15,0,0
LGB,3,-5.0,-8.0,0,N,0,0,0,0,0
DEN,8,-2.0,-11.0,0,N,0,0,0,0,0
ATL,9,-7.0,-14.0,0,N,0,0,0,0,0
JFK,6,-9.0,-23.0,0,N,0,0,0,0,0
TPA,9,16.0,15.0,0,N,4,0,0,0,11
PDX,10,-7.0,4.0,0,N,0,0,0,0,0
ICT,7,-4.0,2.0,0,N,0,0,0,0,0
MCO,1,-9.0,-22.0,0,N,0,0,0,0,0
DEN,3,-10.0,-11.0,0,N,0,0,0,0,0
SNA,11,-8.0,-9.0,0,N,0,0,0,0,0
MCO,7,-6.0,-5.0,0,N,0,0,0,0,0
DCA,1,-11.0,-19.0,0,N,0,0,0,0,0
SFO,9,9.0,2.0,0,N,0,0,0,0,0
MIA,6,-2.0,-33.0,0,N,0,0,0,0,0
ILM,3,-3.0,-25.0,0,N,0,0,0,0,0
MSP,12,42.0,50.0,0,N,0,0,50,0,0
DVL,12,1078.0,1060.0,0,N,0,0,0,0,1060
SJC,9,-10.0,-13.0,0,N,0,0,0,0,0
BOS,8,-6.0,-22.0,0,N,0,0,0,0,0
CLE,3,7.0,16.0,0,N,5,0,9,0,2
LAS,3,4.0,-3.0,0,N,0,0,0,0,0
BNA,5,19.0,42.0,0,N,2,0,23,0,17
LAS,6,-5.0,6.0,0,N,0,0,0,0,0
IND,4,48.0,37.0,0,N,23,0,0,0,14
AZO,5,-3.0,-13.0,0,N,0,0,0,0,0
IND,12,-9.0,-28.0,0,N,0,0,0,0,0
BNA,5,-4.0,2.0,0,N,0,0,0,0,0
SIT,7,2.0,0.0,0,N,0,0,0,0,0
ELM,9,-10.0,-14.0,0,N,0,0,0,0,0
GRR,2,35.0,34.0,0,N,29,0,0,0,5
SDF,6,6.0,-7.0,0,N,0,0,0,0,0
FWA,10,-10.0,-25.0,0,N,0,0,0,0,0
BUR,2,-2.0,24.0,0,N,0,0,24,0,0
IDA,3,0.0,-4.0,0,N,0,0,0,0,0
DTW,10,-5.0,3.0,0,N,0,0,0,0,0
MDT,9,21.0,13.0,0,N,0,0,0,0,0
DAL,7,8.0,31.0,0,N,8,0,23,0,0
PHL,3,-4.0,-2.0,0,N,0,0,0,0,0
ELP,11,-6.0,-11.0,0,N,0,0,0,0,0
MIA,8,78.0,56.0,0,N,56,0,0,0,0
SAT,7,-4.0,-16.0,0,N,0,0,0,0,0
LAS,2,60.0,50.0,0,N,0,0,50,0,0
PWM,3,-10.0,-35.0,0,N,0,0,0,0,0
