op_unique_carrier,origin,arr_delay,cancelled,month
9E,ATL,45.0,0,5
WN,MSY,162.0,0,8
OO,SFO,38.0,0,3
F9,CVG,-22.0,0,10
AS,PDX,-5.0,0,5
AS,SEA,-16.0,0,7
AS,SEA,-14.0,0,3
YX,ORD,47.0,0,12
OO,SNA,42.0,0,9
UA,DEN,-3.0,0,6
UA,DEN,-7.0,0,10
AA,CLT,-6.0,0,11
DL,HNL,-34.0,0,1
OO,MDT,31.0,0,6
HA,HNL,-2.0,0,4
OO,HSV,35.0,0,2
WN,TPA,-20.0,0,11
AA,DEN,-15.0,0,4
AA,CLT,-15.0,0,10
YX,ORD,-5.0,0,8
B6,LAS,-3.0,0,12
NK,MSY,-6.0,0,11
DL,ATL,-2.0,0,3
OO,ORD,0.0,0,11
OO,PHX,-16.0,0,2
NK,MCO,-28.0,0,2
AA,BOS,221.0,0,8
DL,SLC,-9.0,0,11
WN,BOS,-24.0,0,2
9E,CHA,-4.0,0,10
WN,MDW,27.0,0,6
F9,BWI,55.0,0,7
AA,MCO,76.0,0,4
WN,STL,4.0,0,10
OH,LFT,-16.0,0,4
9E,GSO,-18.0,0,5
WN,DAL,-19.0,0,10
9E,BHM,-32.0,0,9
WN,LAS,-4.0,0,9
DL,MCO,25.0,0,6
AA,SFO,9.0,0,7
WN,TPA,122.0,0,7
AA,JFK,-16.0,0,9
OO,LAX,-27.0,0,4
OH,PVD,14.0,0,9
AA,CLT,6.0,0,3
UA,DEN,-2.0,0,7
F9,RDU,-19.0,0,9
OO,LBB,-18.0,0,10
WN,DAL,3.0,0,2
YX,EWR,-31.0,0,6
WN,BNA,60.0,0,7
MQ,MIA,-25.0,0,4
UA,DEN,-3.0,0,1
OH,CLT,-2.0,0,3
AA,STL,-3.0,0,5
AA,LGA,-25.0,0,2
AS,LIH,-26.0,0,4
AA,DFW,50.0,0,7
UA,SFO,-11.0,0,11
9E,PWM,1151.0,0,5
WN,LIH,16.0,0,7
UA,FLL,-2.0,0,4
OO,FSD,-23.0,0,9
9E,BGR,-6.0,0,5
WN,DCA,4.0,0,9
AA,LAX,2.0,0,4
OH,ORF,-15.0,0,10
HA,HNL,5.0,0,8
WN,DEN,-14.0,0,1
WN,HOU,-28.0,0,10
OO,BNA,-2.0,0,4
AA,CLT,-16.0,0,8
AA,PIT,8.0,0,2
OO,FOD,13.0,0,4
WN,MSY,-13.0,0,11
YX,BOS,249.0,0,6
HA,KOA,89.0,0,10
WN,BNA,-29.0,0,12
UA,CLT,35.0,0,5
WN,MDW,55.0,0,6
AA,MEM,0.0,0,11
UA,SBA,-18.0,0,8
WN,FLL,13.0,0,4
UA,ATL,-17.0,0,9
AA,PHL,-15.0,0,9
WN,BUR,-19.0,0,12
AA,DCA,-23.0,0,2
OO,ASE,-8.0,0,11
OO,LAX,-13.0,0,2
F9,BWI,-10.0,0,4
WN,HNL,-5.0,0,3
OH,GRR,4.0,0,3
WN,SMF,-12.0,0,2
DL,SEA,5.0,0,9
WN,SAN,-18.0,0,9
AA,MCO,-13.0,0,5
OO,DTW,-7.0,0,12
WN,DAL,-25.0,0,7
OO,DTW,-16.0,0,9
NK,SAT,-17.0,0,7
DL,ATL,-2.0,0,12
UA,BZN,24.0,0,10
9E,DTW,241.0,0,6
DL,DCA,-6.0,0,9
NK,MCO,-15.0,0,11
AA,DFW,-17.0,0,12
AA,MIA,7.0,0,1
OO,ALB,-24.0,0,9
OO,IMT,-13.0,0,7
WN,HOU,53.0,0,1
WN,MDW,21.0,0,7
WN,BNA,13.0,0,9
UA,IAD,-19.0,0,8
OO,SAN,-11.0,0,8
WN,OAK,-20.0,0,5
UA,EWR,-11.0,0,8
OO,PSC,-7.0,0,9
F9,MIA,27.0,0,10
WN,SJC,-14.0,0,8
DL,ATL,-16.0,0,6
DL,BOS,31.0,0,11
AA,DFW,-27.0,0,8
AA,ONT,-4.0,0,10
UA,SFO,29.0,0,8
HA,OGG,0.0,0,6
AA,SEA,82.0,0,8
WN,DAL,-2.0,0,2
OO,BOI,205.0,0,4
HA,LIH,-13.0,0,12
AA,SEA,-21.0,0,7
YX,DCA,-10.0,0,2
YX,JFK,-11.0,0,9
AA,CLT,0.0,0,6
WN,HOU,-7.0,0,9
UA,DEN,-4.0,0,9
WN,ABQ,5.0,0,12
UA,LAX,-13.0,0,11
MQ,CMH,-23.0,0,2
DL,MSY,-9.0,0,4
OO,MSP,-19.0,0,11
UA,CLE,-15.0,0,8
G4,FLL,-11.0,0,7
DL,ATL,27.0,0,2
AA,MIA,6.0,0,10
WN,TUS,7.0,0,4
OO,LAX,-8.0,0,5
AA,DFW,-15.0,0,8
YX,ORD,64.0,0,5
MQ,ORD,-19.0,0,5
WN,SAN,-20.0,0,4
WN,STL,1.0,0,3
UA,CHS,-18.0,0,3
WN,SRQ,-4.0,0,7
WN,PHX,8.0,0,7
WN,PHX,0.0,0,3
YX,JFK,-15.0,0,11
AA,ORD,3.0,0,4
AA,PHL,-21.0,0,6
WN,HOU,28.0,0,2
UA,DEN,-14.0,0,12
WN,SNA,-21.0,0,12
UA,DEN,-6.0,0,1
MQ,RDU,-26.0,0,9
B6,DCA,19.0,0,3
WN,BNA,-10.0,0,11
AA,SRQ,-18.0,0,2
DL,FLL,140.0,0,12
WN,TPA,2.0,0,4
WN,ONT,-4.0,0,5
WN,SAT,-18.0,0,3
AA,ROC,4.0,0,5
B6,PBI,10.0,0,11
MQ,FSM,-26.0,0,8
AA,SDF,-16.0,0,7
WN,SAT,95.0,0,1
HA,HNL,8.0,0,6
WN,LAS,-15.0,0,12
MQ,AVP,-20.0,0,9
OO,PHX,-8.0,0,1
WN,FLL,-22.0,0,2
WN,BWI,-10.0,0,8
WN,BWI,-1.0,0,5
AA,JAX,,1,9
DL,DTW,-5.0,0,9
WN,BWI,-18.0,0,3
UA,SFO,-8.0,0,1
WN,LAS,6.0,0,4
WN,DEN,10.0,0,2
9E,PIT,-21.0,0,1
AA,DFW,-9.0,0,2
UA,DEN,14.0,0,7
AA,DFW,-29.0,0,1
UA,DEN,-13.0,0,4
AA,ORD,-21.0,0,10
WN,MCI,-17.0,0,7
UA,DEN,21.0,0,5
UA,ORD,-11.0,0,7
DL,ATL,15.0,0,9
OO,SFO,-17.0,0,7
WN,MCO,-19.0,0,9
AA,PHL,113.0,0,2
OH,PNS,-20.0,0,11
AA,DFW,3.0,0,4
OH,MLI,15.0,0,8
AA,DFW,96.0,0,6
MQ,DFW,-29.0,0,8
B6,JFK,-24.0,0,11
UA,LAX,19.0,0,10
WN,MDW,-7.0,0,1
WN,LAX,-3.0,0,3
WN,ONT,-5.0,0,10
UA,LAS,-23.0,0,11
NK,MSY,-18.0,0,6
NK,PHX,-9.0,0,7
OO,GEG,-2.0,0,5
DL,BHM,-13.0,0,2
AA,RIC,13.0,0,12
DL,EWR,22.0,0,7
AA,MIA,-16.0,0,10
DL,DCA,6.0,0,12
AA,MCO,-14.0,0,8
9E,LGA,-25.0,0,4
NK,SMF,-13.0,0,8
AA,LAX,4.0,0,5
UA,DEN,-26.0,0,3
DL,PHX,-3.0,0,8
OO,PDX,-20.0,0,6
G4,VPS,-24.0,0,7
YX,ORD,-9.0,0,4
WN,HNL,-5.0,0,9
OO,ORD,11.0,0,3
DL,ANC,-11.0,0,10
WN,DAL,-11.0,0,11
YX,CMH,-8.0,0,10
AA,RSW,-16.0,0,2
YX,PIT,27.0,0,11
F9,MDW,0.0,0,4
OO,ACT,78.0,0,10
UA,SFO,-11.0,0,10
DL,STL,-24.0,0,6
9E,VLD,-3.0,0,9
OH,CLT,-11.0,0,3
WN,PIT,-14.0,0,11
WN,BOI,-12.0,0,1
UA,CVG,-21.0,0,2
AS,SEA,9.0,0,3
WN,ONT,-19.0,0,2
NK,MCI,-10.0,0,4
WN,OAK,47.0,0,5
AA,ORD,22.0,0,8
UA,CHS,-3.0,0,9
DL,LAX,157.0,0,1
DL,GEG,-6.0,0,8
DL,TYS,-14.0,0,9
YX,JFK,-19.0,0,11
WN,BUR,-6.0,0,5
OO,BZN,6.0,0,11
UA,BOS,-20.0,0,8
OO,JAC,16.0,0,3
DL,TPA,-12.0,0,11
DL,BOI,539.0,0,6
B6,MVY,-25.0,0,5
WN,DAL,-1.0,0,6
DL,DTW,8.0,0,5
WN,LAS,13.0,0,1
DL,ATL,-5.0,0,3
UA,DEN,-29.0,0,11
YX,GSO,-3.0,0,10
UA,DEN,0.0,0,6
WN,PHX,10.0,0,4
UA,EWR,5.0,0,11
WN,SLC,33.0,0,8
AA,DFW,-22.0,0,2
DL,ATL,27.0,0,11
UA,DEN,-5.0,0,6
WN,BNA,0.0,0,8
OO,LGA,-33.0,0,8
OO,PSP,1.0,0,4
UA,IAH,-21.0,0,12
OO,GUC,35.0,0,2
UA,ORD,6.0,0,4
DL,BIL,-3.0,0,8
HA,LIH,-4.0,0,10
DL,SLC,-18.0,0,7
MQ,CMH,-7.0,0,12
AA,CLT,7.0,0,7
AA,MFE,71.0,0,12
AA,LGA,12.0,0,9
WN,HOU,-6.0,0,8
DL,MCO,3.0,0,7
UA,IAH,-3.0,0,12
DL,MSP,84.0,0,12
OO,LAX,-8.0,0,1
OH,DCA,-8.0,0,7
AA,CLT,82.0,0,8
AA,LAX,-17.0,0,10
OH,PNS,1.0,0,7
AA,BDL,-14.0,0,8
MQ,ORD,30.0,0,4
WN,BOS,21.0,0,3
NK,DFW,-24.0,0,4
DL,FLL,-16.0,0,6
9E,ATL,-31.0,0,1
MQ,PHX,-3.0,0,3
AA,MIA,-9.0,0,9
WN,LAX,2.0,0,1
WN,DEN,-13.0,0,8
B6,MIA,4.0,0,4
WN,BWI,1.0,0,8
B6,TPA,20.0,0,6
HA,PDX,-22.0,0,7
YX,BOS,-15.0,0,12
AA,LAX,1.0,0,9
NK,MCO,-3.0,0,1
DL,ATL,-9.0,0,10
WN,SJC,2.0,0,6
AA,MIA,33.0,0,11
WN,ATL,-17.0,0,9
UA,ORD,-23.0,0,12
WN,IND,-27.0,0,11
AA,DFW,39.0,0,10
F9,TTN,-16.0,0,12
OO,SFO,-8.0,0,11
OO,LAX,-3.0,0,6
DL,PSP,-26.0,0,3
MQ,MRY,-6.0,0,4
WN,KOA,1.0,0,1
MQ,ORD,-13.0,0,7
OO,MFR,83.0,0,7
DL,SFO,10.0,0,9
DL,DTW,-16.0,0,6
WN,MCO,-4.0,0,4
YX,JFK,-26.0,0,3
MQ,SGF,,1,5
WN,RIC,12.0,0,6
UA,DEN,-2.0,0,5
UA,ORD,-1.0,0,2
OH,CLT,7.0,0,4
AA,SLC,-18.0,0,8
DL,EWR,-19.0,0,2
F9,CLT,113.0,0,7
MQ,DFW,-3.0,0,9
WN,SDF,22.0,0,2
G4,TUL,-15.0,0,7
UA,DEN,6.0,0,4
WN,HOU,-25.0,0,6
NK,MIA,-32.0,0,10
YX,JFK,-24.0,0,11
OH,PHL,11.0,0,12
WN,BUR,-16.0,0,11
AA,CLT,1.0,0,6
YX,PIT,-20.0,0,11
F9,LGA,0.0,0,6
UA,BOS,-9.0,0,11
WN,DEN,33.0,0,7
OO,DEN,-6.0,0,3
NK,MCO,-2.0,0,1
OO,XNA,-5.0,0,5
OO,ORD,67.0,0,6
UA,PHX,-13.0,0,5
WN,BNA,9.0,0,9
MQ,BRO,1.0,0,9
OO,SEA,4.0,0,1
WN,SJC,,1,3
AA,PHL,52.0,0,2
AA,DFW,-7.0,0,1
AA,CLT,-4.0,0,12
AA,DFW,4.0,0,11
WN,SMF,111.0,0,5
OO,EVV,18.0,0,9
F9,LAS,-4.0,0,8
UA,PHX,-23.0,0,9
DL,MEM,-16.0,0,7
MQ,ROC,-14.0,0,2
DL,SEA,-7.0,0,3
OO,YUM,-8.0,0,1
OO,MDW,16.0,0,6
G4,SFB,-16.0,0,10
OO,SMF,6.0,0,3
AA,SDF,-12.0,0,3
AA,ONT,-6.0,0,8
DL,DTW,-52.0,0,2
DL,LAX,2.0,0,1
B6,ATL,-22.0,0,5
WN,MDW,3.0,0,6
MQ,ICT,-8.0,0,4
WN,LAX,-3.0,0,9
OO,RNO,9.0,0,9
WN,ATL,36.0,0,12
DL,ATL,,1,5
WN,LAS,-6.0,0,6
OO,DFW,-13.0,0,9
AA,DFW,-10.0,0,1
WN,BNA,29.0,0,5
WN,DEN,-2.0,0,12
WN,AUS,-10.0,0,3
UA,BOS,0.0,0,4
DL,HOU,-20.0,0,11
DL,ATL,-13.0,0,2
DL,VPS,-14.0,0,2
AA,SNA,1.0,0,5
NK,DTW,-30.0,0,12
WN,DEN,4.0,0,3
DL,SLC,-14.0,0,12
NK,DTW,-25.0,0,10
DL,JFK,8.0,0,6
DL,JFK,31.0,0,6
AA,SJU,-22.0,0,3
UA,EWR,9.0,0,1
UA,ORD,-8.0,0,10
G4,MSP,-20.0,0,1
AA,JFK,-13.0,0,4
UA,LGA,-4.0,0,5
AA,FLL,-22.0,0,6
WN,LGA,2.0,0,9
AS,LAX,2.0,0,11
DL,SLC,-10.0,0,6
OH,CLT,-7.0,0,10
OH,ECP,17.0,0,10
AA,MIA,83.0,0,8
OO,SBP,-21.0,0,8
WN,DEN,-17.0,0,12
OH,BHM,-32.0,0,10
OO,SAF,16.0,0,6
YX,CVG,-15.0,0,10
UA,SEA,2.0,0,5
AA,SNA,4.0,0,7
DL,ATL,-3.0,0,6
AA,PHX,-13.0,0,6
AA,LAX,-7.0,0,11
AA,BUR,-1.0,0,4
F9,ATL,-15.0,0,6
YX,BWI,-26.0,0,10
DL,DTW,29.0,0,1
OO,PDX,-16.0,0,11
F9,DFW,-17.0,0,6
UA,ORD,-23.0,0,2
WN,BNA,18.0,0,6
WN,RNO,-8.0,0,1
DL,SLC,-21.0,0,11
WN,DAL,0.0,0,1
UA,ATL,-16.0,0,7
DL,TPA,-29.0,0,12
NK,ORD,11.0,0,9
AA,HNL,-11.0,0,9
AA,PHX,44.0,0,6
AA,CLT,-22.0,0,11
DL,PHX,-6.0,0,7
AA,CLT,11.0,0,11
AS,SEA,2.0,0,12
MQ,DFW,13.0,0,6
AS,BOS,55.0,0,6
AA,MIA,-16.0,0,4
MQ,TPA,-10.0,0,3
WN,DAL,-13.0,0,5
WN,TPA,220.0,0,3
YX,LEX,,0,3
B6,LAS,-12.0,0,3
UA,MCO,-5.0,0,2
AA,CLT,26.0,0,8
DL,BOS,8.0,0,6
AS,ONT,-23.0,0,4
OH,HPN,-9.0,0,2
WN,BNA,-30.0,0,9
OO,DRO,-8.0,0,8
WN,MCO,,1,8
AA,AVP,6.0,0,3
OH,MLI,-24.0,0,1
AA,SDF,-7.0,0,5
AA,DEN,-9.0,0,8
WN,LGB,-3.0,0,3
WN,SJU,-6.0,0,8
B6,JAX,283.0,0,3
AA,AUS,6.0,0,1
AA,LAS,-19.0,0,9
G4,SWF,15.0,0,10
UA,MCO,214.0,0,1
MQ,BOS,-39.0,0,3
UA,EWR,0.0,0,4
WN,SJC,-7.0,0,5
WN,DAL,-10.0,0,6
B6,BUF,125.0,0,10
AA,LAX,1.0,0,3
NK,PNS,-21.0,0,8
WN,LAS,-10.0,0,9
UA,SAV,40.0,0,4
UA,EWR,-17.0,0,8
AA,BNA,85.0,0,4
DL,ATL,-11.0,0,5
WN,BWI,25.0,0,6
YX,CVG,-3.0,0,12
OO,FSD,-23.0,0,12
OO,ORD,-7.0,0,6
AA,RDM,-26.0,0,9
AA,DEN,13.0,0,7
DL,LGA,-10.0,0,2
DL,LGA,3.0,0,5
OO,BUR,-12.0,0,5
9E,JFK,-2.0,0,3
OO,OAK,-29.0,0,12
AS,PSG,-19.0,0,3
AA,DFW,48.0,0,7
AA,LAX,16.0,0,1
UA,RNO,315.0,0,4
NK,MYR,-18.0,0,5
DL,ATL,-3.0,0,4
WN,ATL,-2.0,0,5
AS,BOS,-7.0,0,6
YX,LGA,-6.0,0,6
UA,CLT,97.0,0,6
OO,ORD,-12.0,0,5
UA,LAX,-8.0,0,11
WN,FLL,120.0,0,12
DL,DTW,14.0,0,1
YX,JFK,-20.0,0,3
WN,DEN,0.0,0,1
OO,ORD,-7.0,0,8
NK,MIA,-14.0,0,2
B6,BOS,-16.0,0,6
DL,ATL,-3.0,0,1
UA,BNA,313.0,0,2
OO,CHA,-17.0,0,10
YX,JFK,-20.0,0,3
DL,SEA,-29.0,0,6
MQ,DTW,28.0,0,1
DL,SDF,33.0,0,5
F9,PHL,166.0,0,6
WN,OGG,12.0,0,1
DL,ATL,-13.0,0,6
AA,MFE,2.0,0,9
YX,BOS,-32.0,0,9
DL,ATL,-10.0,0,5
AA,DCA,-23.0,0,2
WN,SRQ,-20.0,0,11
AS,SAN,0.0,0,4
NK,MIA,-21.0,0,10
YX,BOS,5.0,0,12
OO,DEN,-27.0,0,11
OH,DCA,-15.0,0,2
WN,STL,11.0,0,5
B6,DTW,-20.0,0,4
OO,MLI,-10.0,0,7
F9,RDU,108.0,0,9
OO,SFO,,1,8
WN,PHX,-9.0,0,2
WN,BNA,-23.0,0,12
OO,TVC,4.0,0,12
UA,ORD,-25.0,0,3
B6,BOS,-22.0,0,1
OH,TRI,-13.0,0,10
UA,DEN,12.0,0,11
OO,DTW,43.0,0,9
MQ,ORD,-11.0,0,6
AS,PDX,75.0,0,9
UA,BNA,-7.0,0,6
WN,MDW,-15.0,0,8
AA,LGA,59.0,0,7
YX,BTV,-34.0,0,12
AA,ATL,-9.0,0,6
WN,HOU,-20.0,0,5
B6,BDL,-42.0,0,11
UA,SFO,124.0,0,5
YX,LGA,-3.0,0,11
MQ,DFW,-19.0,0,4
WN,DAL,-7.0,0,7
WN,SJC,-8.0,0,2
AA,PHL,-11.0,0,12
YX,SYR,-37.0,0,8
NK,ATL,171.0,0,8
OO,GJT,26.0,0,6
WN,SEA,14.0,0,6
DL,ECP,-2.0,0,11
DL,SLC,45.0,0,7
9E,STL,7.0,0,8
OO,PHX,17.0,0,11
AS,MCO,111.0,0,8
AA,DCA,63.0,0,6
OH,BTV,-5.0,0,8
9E,JFK,,1,5
AA,PHX,-5.0,0,3
NK,MCO,32.0,0,3
HA,KOA,1.0,0,11
OO,LAX,-5.0,0,2
AA,ORD,4.0,0,9
WN,BWI,-1.0,0,12
WN,TPA,66.0,0,7
AA,PVD,4.0,0,11
DL,GRR,-16.0,0,4
OO,PHL,43.0,0,3
DL,MSP,-2.0,0,6
YX,LGA,102.0,0,7
YX,LGA,134.0,0,11
WN,DCA,8.0,0,2
AA,SEA,0.0,0,2
UA,DEN,9.0,0,7
MQ,CHA,-20.0,0,7
UA,SFO,-6.0,0,12
WN,MKE,13.0,0,5
UA,ORD,-2.0,0,3
OO,DEN,185.0,0,6
OH,MHT,-25.0,0,4
9E,LGA,-25.0,0,2
AA,CLT,-15.0,0,3
NK,FLL,42.0,0,5
AA,DFW,13.0,0,11
AS,RDU,-1.0,0,6
AA,PIT,2.0,0,9
F9,ONT,-7.0,0,9
WN,LAS,-17.0,0,10
NK,EWR,-22.0,0,10
YX,ORD,-19.0,0,2
MQ,BNA,45.0,0,2
UA,SFO,-31.0,0,5
DL,MSP,-15.0,0,11
OO,MSP,78.0,0,3
AA,SNA,-2.0,0,3
OO,DEN,36.0,0,1
AS,SEA,-23.0,0,5
NK,ORD,12.0,0,12
DL,FLL,33.0,0,1
YX,ORD,-18.0,0,12
OO,DEN,-8.0,0,9
DL,BOS,-3.0,0,2
WN,SMF,32.0,0,9
AA,FLL,-12.0,0,2
OO,FAT,-6.0,0,4
WN,OMA,-7.0,0,10
F9,CLE,-7.0,0,5
DL,ATL,-18.0,0,8
AS,SEA,34.0,0,8
AS,SEA,-4.0,0,10
UA,PDX,-19.0,0,10
UA,LAS,133.0,0,11
UA,IAH,-14.0,0,1
AA,LAX,-14.0,0,4
AS,BWI,-5.0,0,10
WN,HOU,-14.0,0,7
DL,ATL,-12.0,0,11
AA,DFW,29.0,0,5
WN,DEN,-2.0,0,5
WN,MCO,-21.0,0,4
WN,MDW,2.0,0,7
AA,PHL,5.0,0,11
WN,DEN,0.0,0,8
DL,SEA,14.0,0,4
NK,MSY,-27.0,0,2
AA,STL,0.0,0,6
OO,CRW,-35.0,0,10
AA,RDU,-17.0,0,3
WN,SJC,8.0,0,6
9E,RDU,55.0,0,3
AA,PHX,-15.0,0,5
DL,PDX,-31.0,0,11
UA,SFO,-14.0,0,7
DL,ATL,-13.0,0,8
G4,ATW,-21.0,0,10
AA,CLT,0.0,0,3
UA,MIA,-14.0,0,5
OO,DFW,-11.0,0,2
YX,PIT,0.0,0,3
WN,ORD,6.0,0,1
DL,ATL,17.0,0,8
UA,DEN,-18.0,0,7
OH,DCA,162.0,0,6
AA,LGA,-2.0,0,10
B6,LAX,93.0,0,2
AA,ATL,-3.0,0,4
WN,ELP,-14.0,0,6
OO,PSP,-6.0,0,9
AA,DFW,-5.0,0,10
AA,DFW,5.0,0,12
DL,MKE,-19.0,0,10
AA,PHL,13.0,0,1
OO,DEN,-3.0,0,7
WN,SMF,-1.0,0,6
WN,ATL,-9.0,0,6
AA,SEA,-23.0,0,9
OO,SEA,22.0,0,11
WN,FLL,150.0,0,8
NK,MCO,-22.0,0,9
OO,EUG,,0,3
WN,SFO,-14.0,0,11
UA,LGA,-45.0,0,3
DL,DTW,-13.0,0,3
AA,SLC,23.0,0,11
WN,IND,32.0,0,2
AA,BNA,19.0,0,12
YX,LGA,-5.0,0,11
AA,JFK,3.0,0,1
NK,MYR,8.0,0,5
WN,MCO,-20.0,0,8
UA,SFO,24.0,0,2
OO,LBL,-21.0,0,12
WN,DAL,24.0,0,4
UA,PSP,-27.0,0,3
AA,ORD,-1.0,0,7
AA,DFW,-7.0,0,1
UA,EWR,-14.0,0,4
F9,CLT,28.0,0,2
G4,VPS,-12.0,0,4
YX,JFK,-24.0,0,5
AA,DFW,7.0,0,4
OH,CLT,-21.0,0,5
WN,STL,3.0,0,1
OH,CLT,-13.0,0,5
DL,ATL,44.0,0,10
OO,SLC,-25.0,0,5
OH,MGM,-21.0,0,9
MQ,MIA,-2.0,0,6
DL,ATL,-17.0,0,8
F9,DCA,-2.0,0,10
AA,MCO,18.0,0,10
AS,SEA,28.0,0,1
YX,DCA,-12.0,0,1
OH,CLT,-9.0,0,11
B6,PBI,53.0,0,7
AA,SNA,-11.0,0,12
AA,FSD,9.0,0,6
DL,FLL,-30.0,0,11
OH,DCA,-26.0,0,2
AA,LAX,-3.0,0,1
WN,LAS,-9.0,0,6
WN,FLL,-21.0,0,6
B6,BUF,-21.0,0,7
WN,LGB,-22.0,0,12
AA,PDX,-24.0,0,2
WN,MCI,-17.0,0,9
AA,LAS,-20.0,0,10
DL,PHL,-13.0,0,1
MQ,SBA,49.0,0,6
OO,PHX,5.0,0,8
DL,RSW,-1.0,0,5
WN,STL,20.0,0,5
HA,KOA,23.0,0,5
DL,DEN,-21.0,0,4
DL,SFO,-2.0,0,7
DL,PDX,-32.0,0,5
OO,CID,36.0,0,6
AA,RNO,-33.0,0,10
UA,IAH,269.0,0,7
OO,MSP,-5.0,0,9
UA,DEN,7.0,0,5
AS,SEA,2.0,0,7
DL,TPA,17.0,0,5
AA,DCA,-2.0,0,11
DL,ATL,-11.0,0,9
B6,PBI,6.0,0,8
DL,ATL,11.0,0,9
AS,HNL,12.0,0,7
YX,ROA,-24.0,0,4
AA,CLE,-27.0,0,1
AA,DFW,13.0,0,1
OO,DFW,-23.0,0,8
WN,GRR,-1.0,0,9
AA,LAX,-7.0,0,9
DL,LAX,-5.0,0,1
OO,AUS,-19.0,0,3
NK,PIT,11.0,0,6
9E,CMH,3.0,0,8
DL,LAX,0.0,0,12
WN,BNA,4.0,0,8
AA,SJC,-13.0,0,5
AA,PHX,-17.0,0,5
B6,BOS,-28.0,0,12
AA,DFW,-4.0,0,12
WN,DEN,4.0,0,8
F9,TPA,-18.0,0,11
DL,PBI,15.0,0,7
WN,HOU,-1.0,0,6
DL,DFW,-15.0,0,4
UA,SEA,-6.0,0,10
OO,SFO,99.0,0,11
UA,DEN,-19.0,0,7
OO,GCC,-27.0,0,1
WN,SNA,29.0,0,11
OO,DEN,-16.0,0,1
YX,DCA,-6.0,0,10
OO,SJC,-17.0,0,1
9E,GSO,-6.0,0,8
G4,BNA,4.0,0,11
B6,LAX,-24.0,0,5
AA,PHL,-21.0,0,12
DL,DFW,4.0,0,8
WN,LGB,-13.0,0,2
UA,IAH,7.0,0,8
B6,JFK,-11.0,0,12
AA,MCO,17.0,0,10
9E,BWI,142.0,0,9
UA,SFO,7.0,0,10
WN,MCI,-12.0,0,8
DL,DTW,-19.0,0,3
B6,FLL,-11.0,0,9
UA,MIA,6.0,0,4
NK,STT,,0,1
HA,KOA,-1.0,0,10
WN,DEN,-29.0,0,1
UA,JAC,35.0,0,1
UA,LAX,-16.0,0,11
F9,BWI,-14.0,0,10
OO,MSO,-25.0,0,1
UA,MSY,-34.0,0,3
DL,ECP,-7.0,0,7
WN,STL,-17.0,0,10
F9,DEN,-2.0,0,2
WN,DEN,-14.0,0,9
HA,LIH,-12.0,0,9
DL,DTW,-33.0,0,2
WN,MKE,-19.0,0,6
B6,TPA,37.0,0,5
DL,DAY,192.0,0,7
AA,PHL,-12.0,0,6
WN,OAK,-16.0,0,1
OH,PHL,32.0,0,6
AS,ORD,-13.0,0,8
DL,SFO,92.0,0,3
DL,LGA,-25.0,0,4
OO,SBA,-12.0,0,6
DL,ATL,-1.0,0,6
OO,TYS,1.0,0,4
WN,MDW,168.0,0,11
AA,DCA,-22.0,0,5
DL,PBI,-9.0,0,8
WN,LAS,-15.0,0,8
AS,PDX,7.0,0,12
UA,MCO,-13.0,0,9
OO,SFO,66.0,0,10
AA,CHS,-30.0,0,4
UA,MIA,10.0,0,4
WN,SBA,29.0,0,1
WN,RSW,113.0,0,8
WN,BWI,19.0,0,6
AA,PHX,0.0,0,2
AA,PHL,,1,6
DL,CLT,14.0,0,11
AA,SLC,-8.0,0,10
B6,RIC,47.0,0,1
AA,KOA,3.0,0,5
UA,LAS,-3.0,0,6
WN,TPA,-29.0,0,3
OH,DCA,-2.0,0,4
AA,DFW,33.0,0,2
WN,DCA,27.0,0,4
WN,LAS,-14.0,0,5
OH,DCA,-14.0,0,9
WN,DAL,-9.0,0,11
DL,JFK,-17.0,0,1
AS,HNL,7.0,0,3
WN,MCI,11.0,0,11
DL,MSP,-15.0,0,10
DL,ATL,-13.0,0,4
AS,LAX,,0,11
G4,STC,-24.0,0,10
WN,SMF,-9.0,0,9
UA,LAS,-14.0,0,2
OO,ORD,32.0,0,2
9E,CHO,-15.0,0,7
UA,ORD,-22.0,0,7
YX,EWR,19.0,0,2
WN,MCI,5.0,0,8
MQ,LRD,-10.0,0,10
9E,ATL,-25.0,0,1
YX,PWM,-27.0,0,6
YX,EWR,-36.0,0,12
MQ,DFW,-15.0,0,6
OO,HYS,-21.0,0,9
OO,SEA,-11.0,0,2
WN,DTW,-25.0,0,3
B6,BOS,-21.0,0,11
DL,SLC,-14.0,0,12
AA,AUS,-7.0,0,12
AS,LIH,13.0,0,2
DL,ATL,3.0,0,4
AA,LAX,-17.0,0,10
NK,SJC,97.0,0,8
OH,OMA,14.0,0,10
UA,DEN,-18.0,0,11
OH,DAY,8.0,0,4
AA,IND,125.0,0,5
UA,AUS,-6.0,0,11
WN,BWI,-13.0,0,10
F9,MCO,-28.0,0,4
AA,MDT,-4.0,0,10
HA,HNL,-1.0,0,10
F9,MCO,72.0,0,2
UA,DEN,7.0,0,3
WN,BWI,26.0,0,6
HA,KOA,-2.0,0,1
YX,LIT,3.0,0,4
AS,PDX,2.0,0,9
WN,HOU,-16.0,0,10
UA,RSW,-15.0,0,8
9E,JFK,2.0,0,5
DL,ATL,-20.0,0,3
AA,RDU,-33.0,0,10
NK,CMH,45.0,0,3
