op_unique_carrier,origin,arr_delay,cancelled,month
AA,FLL,7.0,0,6
9E,PIT,-35.0,0,11
UA,DEN,-17.0,0,12
WN,SAN,43.0,0,6
B6,BOS,35.0,0,7
WN,SMF,-10.0,0,1
MQ,ORD,-26.0,0,9
AA,PHL,57.0,0,7
OO,SFO,83.0,0,7
B6,LGA,-21.0,0,5
AA,CLT,11.0,0,12
YX,CLE,-20.0,0,8
OO,ASE,-2.0,0,9
WN,STL,-5.0,0,7
UA,EWR,-26.0,0,3
NK,DTW,4.0,0,8
WN,DAL,-9.0,0,4
WN,DAL,19.0,0,6
NK,IAH,-16.0,0,6
DL,SJU,-22.0,0,3
OO,SAN,-10.0,0,5
UA,RSW,-17.0,0,11
F9,CVG,17.0,0,7
YX,ORD,-8.0,0,9
DL,ATL,-21.0,0,6
OO,SLC,17.0,0,1
DL,ALB,-22.0,0,9
NK,ORD,17.0,0,5
DL,DFW,24.0,0,5
NK,AUS,-13.0,0,10
OH,CLT,-26.0,0,8
WN,BNA,-9.0,0,5
OO,RNO,-6.0,0,9
UA,SFO,-26.0,0,6
UA,ORD,1.0,0,11
DL,PHL,-22.0,0,6
HA,LGB,-8.0,0,3
AA,MEM,-3.0,0,7
AA,JFK,-3.0,0,2
F9,SLC,132.0,0,6
WN,MAF,-9.0,0,6
WN,BDL,2.0,0,5
WN,ATL,-20.0,0,7
UA,PNS,-27.0,0,5
NK,IAH,11.0,0,4
MQ,BHM,-19.0,0,1
UA,SMF,-5.0,0,4
9E,MYR,-26.0,0,7
DL,GNV,-16.0,0,9
OO,SLC,-30.0,0,12
9E,LAN,6.0,0,9
NK,ATL,24.0,0,7
YX,ORD,-21.0,0,3
AA,RDU,4.0,0,5
UA,EWR,-6.0,0,11
UA,DEN,247.0,0,4
AA,PHX,-16.0,0,12
AA,CLT,11.0,0,10
DL,ATL,-7.0,0,8
AA,DSM,-13.0,0,5
G4,AZA,5.0,0,7
DL,STL,-16.0,0,3
WN,MCO,174.0,0,3
B6,BOS,2.0,0,8
WN,AUS,0.0,0,7
AA,CLT,-4.0,0,11
OO,SAF,241.0,0,7
WN,BUR,105.0,0,9
WN,MCI,-14.0,0,2
WN,DEN,-9.0,0,3
AA,PHX,31.0,0,12
UA,LAX,-22.0,0,1
AA,DFW,-11.0,0,12
WN,RSW,265.0,0,3
B6,PVD,-18.0,0,11
DL,IAH,-44.0,0,9
WN,ABQ,22.0,0,11
F9,DEN,-6.0,0,3
AA,DFW,-5.0,0,2
WN,LAX,-2.0,0,8
WN,BHM,71.0,0,5
MQ,CLT,-12.0,0,10
DL,ATL,0.0,0,12
WN,OAK,5.0,0,4
UA,EWR,-1.0,0,9
WN,TPA,10.0,0,2
NK,EWR,-14.0,0,4
DL,BOS,-8.0,0,9
AS,SEA,9.0,0,2
WN,ALB,34.0,0,8
NK,LAS,-18.0,0,8
YX,LGA,-11.0,0,1
UA,CMH,-8.0,0,2
OO,STS,2.0,0,5
DL,BOS,-25.0,0,7
OO,ORD,-12.0,0,11
AA,ORD,-7.0,0,9
UA,BUR,8.0,0,3
NK,ABQ,-10.0,0,9
AS,SEA,33.0,0,8
WN,DCA,8.0,0,10
AA,SRQ,,1,10
AA,DFW,-15.0,0,12
DL,AUS,-25.0,0,8
OH,CLT,143.0,0,2
DL,LGA,64.0,0,3
MQ,DFW,21.0,0,5
AA,PHL,3.0,0,9
AS,SFO,5.0,0,3
WN,AUS,-3.0,0,9
AA,PHL,-1.0,0,2
OH,PHL,-17.0,0,11
9E,ATL,-6.0,0,8
B6,BOS,-5.0,0,9
G4,PIE,-26.0,0,11
UA,JAC,26.0,0,2
WN,SDF,42.0,0,6
AA,MIA,-4.0,0,10
UA,DEN,-18.0,0,4
DL,JFK,1.0,0,7
DL,PDX,-17.0,0,3
B6,JFK,92.0,0,3
F9,MSP,-9.0,0,10
F9,CLE,-3.0,0,5
F9,CLT,20.0,0,11
AA,CLT,-11.0,0,3
WN,DAL,-13.0,0,3
OO,RKS,-30.0,0,5
OO,GRB,-25.0,0,1
WN,PSP,-26.0,0,12
UA,IAH,-12.0,0,8
DL,EWR,,1,8
DL,ATL,-8.0,0,4
OO,SEA,-14.0,0,11
AA,PHX,-10.0,0,8
YX,MEM,-5.0,0,8
AA,DFW,-4.0,0,2
DL,BUF,-28.0,0,4
UA,PHL,0.0,0,4
OO,ORD,147.0,0,8
DL,OGG,-4.0,0,9
DL,CAE,-4.0,0,7
WN,MCI,-26.0,0,2
AA,DFW,-12.0,0,12
AA,KOA,-21.0,0,8
F9,SJU,83.0,0,11
YX,EWR,-24.0,0,1
AS,SFO,33.0,0,7
WN,OAK,5.0,0,1
WN,PHX,-7.0,0,2
WN,DAL,49.0,0,1
UA,DEN,-13.0,0,5
AA,MCI,2.0,0,4
DL,MSP,19.0,0,5
OH,DCA,-13.0,0,1
NK,MCO,34.0,0,6
WN,BNA,-24.0,0,11
AA,PDX,-9.0,0,10
G4,FLL,406.0,0,2
UA,EWR,-12.0,0,4
WN,HOU,-14.0,0,2
MQ,CRP,-9.0,0,11
B6,DEN,6.0,0,11
DL,RNO,-20.0,0,3
UA,MSP,-21.0,0,9
OO,MCI,23.0,0,1
WN,MKE,63.0,0,8
YX,DCA,200.0,0,12
WN,DAL,-20.0,0,4
UA,EWR,0.0,0,10
OO,DTW,1.0,0,4
HA,HNL,-10.0,0,2
MQ,ABI,-10.0,0,3
WN,BOI,215.0,0,6
B6,BOS,-19.0,0,11
WN,BUR,-19.0,0,12
WN,SLC,8.0,0,11
YX,ORD,-3.0,0,7
NK,MCO,59.0,0,7
AA,DFW,3.0,0,2
WN,RNO,-13.0,0,5
DL,MSP,-18.0,0,6
WN,MSY,-11.0,0,5
9E,CVG,-2.0,0,4
AA,CLT,1.0,0,2
UA,IAH,-17.0,0,4
OH,CLT,-19.0,0,8
DL,AUS,-5.0,0,11
F9,LGA,-14.0,0,10
WN,STL,-5.0,0,6
MQ,DFW,1.0,0,12
YX,XNA,-19.0,0,2
OO,RIW,-25.0,0,12
WN,MDW,-32.0,0,3
WN,DAL,4.0,0,6
WN,SMF,19.0,0,10
B6,BOS,18.0,0,6
AA,LGA,-4.0,0,12
WN,DEN,-12.0,0,11
OH,CVG,-15.0,0,12
OO,FAR,,1,5
OO,SAN,7.0,0,10
9E,AGS,0.0,0,8
DL,BHM,-10.0,0,4
OO,MSP,-11.0,0,10
UA,EWR,-16.0,0,11
OO,GRB,-7.0,0,5
UA,DEN,3.0,0,8
WN,MDW,-24.0,0,1
WN,SMF,-13.0,0,10
OO,STS,2.0,0,10
UA,DFW,-9.0,0,11
WN,BUR,-16.0,0,3
AA,STL,-6.0,0,2
OH,JAX,-14.0,0,10
UA,IAH,4.0,0,10
MQ,DCA,33.0,0,8
AA,CLT,9.0,0,4
AS,SEA,-36.0,0,10
B6,SJU,34.0,0,12
OO,JFK,-8.0,0,7
UA,IAH,-10.0,0,12
WN,HOU,,1,9
WN,DEN,-25.0,0,2
WN,LAS,8.0,0,11
DL,ATL,-13.0,0,6
F9,IAH,-4.0,0,1
AA,DFW,58.0,0,9
DL,ATL,-20.0,0,8
UA,JAX,17.0,0,5
UA,OMA,12.0,0,4
DL,FLL,6.0,0,4
WN,DAL,-22.0,0,5
YX,LGA,-10.0,0,10
OO,PDX,8.0,0,2
MQ,PHX,-20.0,0,11
UA,ORD,18.0,0,8
WN,LAS,1.0,0,5
WN,MDW,-24.0,0,1
OO,DFW,-24.0,0,9
DL,MSP,-14.0,0,8
UA,BNA,-6.0,0,7
DL,SLC,-18.0,0,6
DL,ATL,0.0,0,1
DL,BWI,-22.0,0,2
UA,IAD,-6.0,0,6
WN,ATL,-4.0,0,9
F9,LAS,-31.0,0,10
NK,MCI,-20.0,0,2
WN,DCA,-10.0,0,12
UA,RIC,-13.0,0,6
AA,RDU,-2.0,0,4
WN,RDU,1.0,0,6
AA,DCA,-19.0,0,10
WN,DSM,220.0,0,5
DL,ATL,-5.0,0,11
MQ,MIA,17.0,0,1
WN,SMF,-2.0,0,10
DL,MSP,16.0,0,7
AS,ANC,-13.0,0,3
AA,MSY,-11.0,0,1
AA,ORD,-19.0,0,2
9E,LGA,-20.0,0,5
WN,MCO,-3.0,0,4
UA,LAS,-13.0,0,7
AA,PHX,35.0,0,8
B6,FLL,-18.0,0,11
F9,PDX,-33.0,0,12
UA,ORD,-12.0,0,5
DL,BWI,-13.0,0,7
WN,SJU,17.0,0,10
DL,PHX,5.0,0,4
DL,ATL,11.0,0,1
UA,IAH,-17.0,0,7
OO,AUS,65.0,0,7
AA,JAX,1.0,0,3
UA,BOS,-22.0,0,1
WN,TUS,-9.0,0,10
HA,HNL,-18.0,0,1
UA,DEN,14.0,0,2
WN,CLE,19.0,0,7
OO,DEN,-11.0,0,12
AA,SEA,-17.0,0,8
WN,PHX,0.0,0,12
OO,ONT,-11.0,0,2
UA,DFW,-30.0,0,4
UA,ORD,-3.0,0,10
WN,LAX,-14.0,0,12
UA,DEN,65.0,0,12
F9,TPA,-4.0,0,4
WN,AUS,-12.0,0,3
AA,MIA,11.0,0,11
AA,DFW,33.0,0,8
AA,BNA,-11.0,0,7
UA,LAS,-14.0,0,3
NK,LAS,2.0,0,12
OH,CHS,-12.0,0,9
UA,DEN,4.0,0,8
WN,SAT,-6.0,0,9
WN,ATL,91.0,0,3
WN,SJC,52.0,0,11
WN,STL,-22.0,0,8
WN,ATL,-4.0,0,11
AS,AUS,-2.0,0,8
UA,DEN,6.0,0,1
AS,PHX,-11.0,0,12
NK,ATL,5.0,0,8
UA,IAH,-14.0,0,8
UA,DEN,-12.0,0,12
AA,DEN,-20.0,0,1
AA,ORD,16.0,0,6
OH,DCA,-7.0,0,5
F9,PNS,-1.0,0,9
DL,RDU,8.0,0,5
OO,CID,23.0,0,12
UA,EWR,-25.0,0,9
WN,BWI,-32.0,0,3
OO,CDC,15.0,0,12
9E,LGA,-7.0,0,11
F9,LAX,1.0,0,12
DL,SLC,11.0,0,1
9E,JFK,-2.0,0,1
OO,SUN,-23.0,0,4
AS,SEA,6.0,0,11
OH,DCA,1.0,0,3
UA,EWR,-21.0,0,4
WN,LAS,-14.0,0,12
WN,PDX,4.0,0,3
DL,JAX,-8.0,0,10
DL,MSP,-8.0,0,4
WN,SAN,-9.0,0,6
OO,ICT,-14.0,0,9
NK,ORD,-13.0,0,2
AA,PIT,-19.0,0,4
OH,CLT,-15.0,0,2
AA,BWI,-16.0,0,4
OH,DCA,-16.0,0,8
NK,SDF,29.0,0,10
AA,PHL,-22.0,0,3
HA,HNL,-12.0,0,4
DL,BTR,-28.0,0,11
DL,TUS,3.0,0,4
AA,ILM,-17.0,0,5
AA,DFW,11.0,0,2
DL,SLC,-15.0,0,9
DL,BOS,35.0,0,6
OO,MDW,6.0,0,5
WN,SMF,-10.0,0,10
UA,MIA,-26.0,0,9
OH,CLT,-5.0,0,9
OO,IDA,-5.0,0,6
AS,PDX,-3.0,0,9
WN,PHX,6.0,0,4
DL,MSP,3.0,0,7
WN,TPA,1.0,0,6
DL,ORD,-14.0,0,9
DL,DCA,-22.0,0,10
DL,FLL,88.0,0,7
AS,SEA,-6.0,0,9
OH,ATL,26.0,0,7
DL,GRB,-9.0,0,7
NK,ORD,-11.0,0,7
AA,PHX,-2.0,0,4
NK,EWR,-11.0,0,4
9E,ATL,-6.0,0,1
HA,OGG,-3.0,0,6
B6,JFK,239.0,0,3
UA,PWM,-8.0,0,6
OO,SLC,-9.0,0,1
AA,MIA,-10.0,0,5
AA,JFK,-7.0,0,11
WN,HOU,17.0,0,11
WN,SMF,-17.0,0,8
AS,SEA,-9.0,0,8
9E,EWR,,1,7
WN,LAS,-10.0,0,4
DL,ATL,-18.0,0,1
AA,LAX,-7.0,0,11
WN,HOU,-34.0,0,10
UA,MCO,13.0,0,1
WN,SAN,-15.0,0,6
AS,SAN,-23.0,0,4
AA,DFW,10.0,0,4
DL,DFW,-13.0,0,4
WN,MCI,-9.0,0,8
UA,SAT,3.0,0,4
YX,ORD,87.0,0,7
WN,AUS,-6.0,0,1
UA,IAH,16.0,0,4
AA,DFW,35.0,0,3
YX,JFK,-30.0,0,4
WN,STL,-9.0,0,11
WN,DCA,8.0,0,12
MQ,DFW,31.0,0,9
AA,LGA,55.0,0,8
UA,PDX,15.0,0,8
DL,ELP,-17.0,0,8
AA,MIA,-15.0,0,2
AA,GSO,-4.0,0,1
WN,OAK,-18.0,0,3
NK,DTW,-21.0,0,4
AA,DFW,11.0,0,10
B6,LGA,4.0,0,2
UA,ORD,134.0,0,7
WN,PHL,-24.0,0,7
OH,MSP,-28.0,0,8
AA,FAT,5.0,0,6
OO,OMA,-19.0,0,9
9E,CHA,-13.0,0,10
UA,ATL,-11.0,0,12
NK,FLL,14.0,0,3
UA,DEN,-13.0,0,9
UA,SBA,-16.0,0,3
AA,DEN,-20.0,0,1
OO,GJT,-20.0,0,8
AA,LAX,8.0,0,5
9E,JFK,-10.0,0,10
AA,PHL,-17.0,0,1
AS,AUS,-26.0,0,10
DL,ATL,-16.0,0,11
WN,SAN,-6.0,0,4
DL,ATL,-12.0,0,8
DL,SEA,46.0,0,10
NK,TPA,29.0,0,3
AA,PHX,0.0,0,9
B6,ATL,54.0,0,9
UA,ORD,-34.0,0,9
OO,XWA,8.0,0,4
DL,BWI,16.0,0,5
DL,ELP,-6.0,0,4
AA,CID,9.0,0,7
DL,DFW,-19.0,0,5
WN,LAS,17.0,0,11
DL,BHM,20.0,0,12
OO,SUX,-13.0,0,8
WN,SAN,-14.0,0,9
OO,GEG,-22.0,0,5
OH,CLT,-28.0,0,8
MQ,DFW,,1,1
OO,GEG,-6.0,0,8
WN,DTW,-11.0,0,4
WN,SAT,9.0,0,4
UA,EWR,-5.0,0,12
WN,PHX,7.0,0,9
WN,PIT,3.0,0,1
WN,MDW,-10.0,0,3
AA,BWI,-3.0,0,3
AA,BNA,-8.0,0,6
UA,DEN,6.0,0,5
DL,ATL,100.0,0,4
WN,MCO,9.0,0,2
UA,ORD,-18.0,0,9
OH,DCA,-25.0,0,5
HA,HNL,2.0,0,3
WN,PHX,-1.0,0,7
YX,ORD,236.0,0,8
9E,LGA,-17.0,0,10
WN,MCI,-2.0,0,6
AS,SEA,-10.0,0,8
AA,SNA,-4.0,0,1
WN,OGG,16.0,0,9
WN,PHX,11.0,0,4
OO,LAX,-6.0,0,2
NK,ATL,12.0,0,3
WN,PNS,-4.0,0,1
OH,CLT,16.0,0,3
AA,JFK,4.0,0,5
WN,PHX,-6.0,0,6
AA,LAS,14.0,0,11
AA,PHX,-16.0,0,9
AS,PIT,-6.0,0,3
WN,DEN,24.0,0,4
WN,DAL,-17.0,0,2
AA,PHX,-10.0,0,4
DL,JFK,26.0,0,8
WN,BUF,9.0,0,7
B6,DCA,-14.0,0,9
MQ,XNA,87.0,0,8
WN,SEA,23.0,0,2
OO,SFO,17.0,0,1
WN,LAS,17.0,0,7
WN,OKC,-26.0,0,1
UA,IAH,0.0,0,5
YX,ORD,-17.0,0,4
DL,ATL,-14.0,0,10
DL,LAX,-38.0,0,6
AA,LAX,2.0,0,9
WN,ATL,-6.0,0,9
B6,ALB,-12.0,0,11
OO,SFO,-18.0,0,2
YX,BOS,3.0,0,6
DL,SLC,-20.0,0,4
AA,ALB,35.0,0,9
DL,SLC,-2.0,0,6
UA,ORD,19.0,0,2
AA,LAX,-50.0,0,1
AA,LGA,-31.0,0,3
AA,BOS,-12.0,0,10
WN,SLC,11.0,0,10
OO,SFO,0.0,0,9
DL,TPA,5.0,0,4
MQ,PHX,13.0,0,5
YX,IND,-7.0,0,9
AA,AUS,-7.0,0,2
NK,PIT,-30.0,0,2
AA,DFW,-3.0,0,7
AA,ORD,-23.0,0,12
UA,ORD,-12.0,0,8
YX,BNA,4.0,0,10
B6,JFK,-12.0,0,11
OO,PWM,6.0,0,11
9E,DCA,-12.0,0,10
AA,PBI,34.0,0,1
F9,SJU,-27.0,0,4
9E,LGA,14.0,0,4
9E,DTW,-6.0,0,8
UA,DEN,-12.0,0,7
OH,DCA,-12.0,0,5
UA,SJU,-9.0,0,4
WN,SJU,-13.0,0,4
YX,EWR,-21.0,0,2
HA,ITO,-5.0,0,11
NK,FLL,-13.0,0,12
OO,DTW,-5.0,0,10
DL,DTW,36.0,0,9
WN,MDW,1.0,0,10
AA,BHM,184.0,0,1
NK,OAK,-2.0,0,11
UA,IAH,-3.0,0,5
WN,MCI,-14.0,0,12
WN,MDW,2.0,0,6
YX,IND,-10.0,0,2
F9,DEN,-38.0,0,2
HA,KOA,-2.0,0,10
YX,IAD,-46.0,0,1
AS,DEN,-24.0,0,5
F9,LAS,-36.0,0,3
AS,ORD,8.0,0,6
9E,CLT,-36.0,0,5
UA,ORD,-16.0,0,3
YX,MSN,26.0,0,12
YX,LGA,-35.0,0,9
MQ,DFW,8.0,0,6
WN,LAX,-5.0,0,12
OO,GRI,-12.0,0,4
WN,ATL,-4.0,0,5
YX,DCA,-4.0,0,5
UA,LGA,-14.0,0,4
UA,LAX,-6.0,0,5
DL,SRQ,-2.0,0,1
AS,SNA,-16.0,0,9
WN,BWI,2.0,0,4
AA,GRR,-2.0,0,11
9E,LIT,-16.0,0,8
DL,ATL,-5.0,0,5
WN,BNA,-15.0,0,8
AA,DCA,67.0,0,2
DL,FLL,82.0,0,9
AA,AUS,-6.0,0,3
DL,MSP,4.0,0,7
AA,PHX,15.0,0,4
AA,IAH,2.0,0,1
WN,STL,-11.0,0,6
UA,SNA,-36.0,0,10
OO,OMA,-24.0,0,2
WN,PHX,0.0,0,7
9E,ORF,26.0,0,1
AS,ANC,4.0,0,6
DL,DTW,-2.0,0,12
OO,SFO,11.0,0,7
WN,TPA,-6.0,0,9
WN,HOU,-22.0,0,9
AA,CLT,-8.0,0,5
UA,DEN,-15.0,0,10
F9,LAS,28.0,0,7
AA,CLT,-22.0,0,2
OO,ORD,-13.0,0,9
OO,LAX,-11.0,0,8
UA,AUS,-6.0,0,6
UA,EWR,-40.0,0,10
F9,DTW,13.0,0,5
WN,DEN,-1.0,0,6
AS,SEA,19.0,0,6
WN,MCO,167.0,0,6
OO,SEA,60.0,0,4
OH,BNA,38.0,0,12
DL,MSY,-12.0,0,10
DL,ATL,5.0,0,4
MQ,DFW,12.0,0,8
AA,DFW,-15.0,0,4
MQ,DFW,-18.0,0,3
WN,BWI,4.0,0,12
AA,DFW,-6.0,0,7
DL,MCO,,1,8
NK,ORD,-11.0,0,9
F9,LAS,9.0,0,8
YX,LGA,-30.0,0,5
WN,PHX,9.0,0,4
UA,HNL,-38.0,0,2
AA,DFW,-10.0,0,6
AA,SFO,-9.0,0,1
WN,BWI,13.0,0,6
B6,LGA,-14.0,0,12
DL,MSP,-29.0,0,1
MQ,BOS,88.0,0,8
G4,TYS,,0,7
WN,PIT,134.0,0,3
OO,DEN,-37.0,0,11
AS,BUR,-7.0,0,2
AA,DFW,-3.0,0,6
AS,SEA,1.0,0,11
WN,MAF,-19.0,0,2
DL,JFK,13.0,0,5
DL,JAX,-6.0,0,4
AA,PHX,5.0,0,10
AA,DFW,-13.0,0,8
HA,OGG,-6.0,0,8
DL,SLC,39.0,0,11
DL,SEA,-5.0,0,4
UA,IAH,86.0,0,5
DL,SLC,-4.0,0,12
MQ,PHX,0.0,0,3
WN,LAS,-2.0,0,10
OO,ORD,24.0,0,7
WN,SNA,43.0,0,1
DL,DTW,-38.0,0,9
WN,HNL,-8.0,0,11
OO,EUG,-23.0,0,10
AA,DFW,-11.0,0,12
WN,MSP,-24.0,0,3
DL,FLL,-20.0,0,2
9E,DTW,45.0,0,8
NK,TPA,,1,10
WN,MCO,12.0,0,2
9E,MSP,37.0,0,11
AA,PHL,7.0,0,10
AA,MYR,-3.0,0,11
UA,MCO,-4.0,0,2
MQ,ACT,23.0,0,6
OO,ATL,178.0,0,12
AA,DFW,88.0,0,6
UA,GRR,-27.0,0,4
WN,DAL,6.0,0,3
AA,DFW,-8.0,0,4
UA,ORD,-1.0,0,4
B6,SJU,158.0,0,3
OO,MKE,12.0,0,5
DL,DTW,34.0,0,3
OO,PDX,29.0,0,4
UA,CLE,-12.0,0,6
NK,STT,76.0,0,1
WN,HNL,-8.0,0,12
AA,DFW,-7.0,0,2
DL,SLC,-18.0,0,6
9E,CHS,236.0,0,7
B6,AUS,13.0,0,3
OH,BTV,-4.0,0,7
AA,SFO,-7.0,0,9
F9,DEN,-19.0,0,2
UA,MSN,-4.0,0,7
OO,DEN,-15.0,0,6
WN,BWI,-11.0,0,6
NK,FLL,-10.0,0,12
F9,PHL,75.0,0,8
OO,SLC,-3.0,0,9
UA,LAX,32.0,0,12
OO,IAD,115.0,0,6
AA,SAT,-16.0,0,9
AA,STX,5.0,0,9
YX,JFK,-11.0,0,6
UA,PHX,-25.0,0,2
AA,CLT,-4.0,0,7
UA,MSY,-27.0,0,1
AA,BWI,-6.0,0,5
UA,FLL,2.0,0,2
WN,STL,33.0,0,2
WN,LAS,67.0,0,4
WN,BNA,-4.0,0,6
B6,MCO,0.0,0,3
YX,DCA,-7.0,0,4
YX,JFK,-12.0,0,12
OO,LGA,4.0,0,5
AS,SEA,-11.0,0,6
DL,DTW,-1.0,0,3
DL,MSP,-14.0,0,3
YX,JFK,-13.0,0,3
WN,BHM,209.0,0,3
YX,LGA,-13.0,0,2
G4,ATW,-23.0,0,6
WN,DAL,69.0,0,7
DL,GNV,-24.0,0,9
AA,LGA,-20.0,0,11
DL,PHL,-12.0,0,12
DL,CVG,-2.0,0,11
B6,SFO,-14.0,0,11
WN,LAS,126.0,0,8
NK,ATL,-2.0,0,4
WN,AUS,-7.0,0,1
DL,LGA,7.0,0,10
AS,STL,-28.0,0,4
DL,ATL,2.0,0,2
9E,DSM,-19.0,0,10
OO,BUF,56.0,0,3
DL,GRR,-44.0,0,2
OO,SLC,-18.0,0,12
F9,LAX,3.0,0,9
WN,RNO,-10.0,0,8
NK,IAH,7.0,0,12
NK,FLL,8.0,0,10
AA,ORD,-15.0,0,6
WN,DAL,-16.0,0,10
AA,LAX,2.0,0,1
MQ,CHA,-25.0,0,10
B6,DCA,38.0,0,3
OO,SFO,26.0,0,4
AA,CLT,66.0,0,7
DL,CVG,-4.0,0,8
UA,PHX,-21.0,0,10
UA,ORD,-6.0,0,3
DL,SJU,-12.0,0,2
DL,JFK,-29.0,0,4
AA,DFW,77.0,0,7
WN,SDF,-6.0,0,10
WN,PHX,7.0,0,5
AA,LAX,8.0,0,1
WN,LAS,-3.0,0,8
WN,MIA,12.0,0,4
AA,EWR,-16.0,0,8
OO,PSP,-13.0,0,2
AA,LGA,62.0,0,12
OO,DTW,-23.0,0,4
AA,DFW,17.0,0,7
WN,BWI,-13.0,0,10
WN,PHX,26.0,0,3
AA,DTW,-16.0,0,4
NK,IAH,-7.0,0,4
UA,BOS,-8.0,0,3
WN,COS,-17.0,0,3
DL,ATL,1.0,0,4
B6,SEA,-6.0,0,8
AA,AUS,-25.0,0,1
B6,LGA,138.0,0,3
AA,CLT,-23.0,0,8
DL,LGA,-9.0,0,10
DL,SLC,-19.0,0,3
OO,DEN,-21.0,0,5
WN,AUS,101.0,0,7
F9,ATL,11.0,0,7
UA,ORD,50.0,0,5
YX,BOS,-11.0,0,3
MQ,GSP,15.0,0,3
WN,LGA,-13.0,0,8
AS,JNU,-20.0,0,2
OO,ELP,-14.0,0,4
AA,CLT,-6.0,0,8
DL,LAX,5.0,0,2
NK,TPA,-18.0,0,1
OO,SLC,-3.0,0,2
DL,DTW,-18.0,0,7
MQ,SGF,28.0,0,7
WN,MHT,18.0,0,4
WN,MDW,-14.0,0,1
AA,ORD,236.0,0,3
DL,ATL,-11.0,0,6
WN,MCO,-2.0,0,1
AS,SFO,,1,1
WN,SAN,52.0,0,6
F9,DFW,448.0,0,5
WN,SJC,-13.0,0,1
B6,ORD,-12.0,0,11
AA,TPA,19.0,0,5
NK,MSY,-16.0,0,5
OO,GFK,-23.0,0,11
UA,EWR,85.0,0,8
AA,AUS,-14.0,0,1
AA,SAT,277.0,0,4
AA,MIA,-9.0,0,12
G4,PBG,-38.0,0,7
DL,SEA,-13.0,0,1
9E,LGA,-18.0,0,10
WN,ATL,1.0,0,2
DL,LGA,-28.0,0,10
DL,LGA,76.0,0,6
WN,SNA,-10.0,0,8
B6,JFK,-40.0,0,9
AA,AUS,-15.0,0,10
WN,SAT,-17.0,0,5
WN,BNA,-15.0,0,3
AA,CID,19.0,0,7
NK,ORD,1.0,0,4
AS,DCA,-4.0,0,12
DL,GEG,-26.0,0,4
B6,FLL,-28.0,0,1
B6,JFK,-12.0,0,7
WN,MAF,-6.0,0,8
AA,BNA,1.0,0,12
AS,SEA,52.0,0,10
DL,MSP,-20.0,0,10
YX,JFK,-20.0,0,10
B6,JFK,-5.0,0,8
OO,LGA,-5.0,0,12
DL,ORD,-6.0,0,12
AA,SAT,7.0,0,7
AA,SAN,1.0,0,12
OO,PHX,5.0,0,8
DL,TYS,-2.0,0,11
NK,PNS,,1,10
NK,LGA,57.0,0,4
OO,ORD,-4.0,0,2
DL,ATL,-20.0,0,1
DL,SFO,-14.0,0,6
DL,ATL,1.0,0,6
F9,TPA,-12.0,0,7
WN,LAX,-7.0,0,11
WN,PHX,33.0,0,12
F9,LGA,-13.0,0,8
UA,EWR,151.0,0,11
UA,OGG,-13.0,0,1
OO,GRI,-1.0,0,5
WN,MCI,0.0,0,5
OO,LAX,-4.0,0,2
F9,DFW,-35.0,0,11
DL,PIT,-28.0,0,1
WN,HOU,-15.0,0,4
OO,HLN,26.0,0,12
AS,OGG,-19.0,0,4
DL,ATL,-15.0,0,9
B6,BOS,0.0,0,1
AS,ANC,4.0,0,10
MQ,BHM,5.0,0,4
UA,IAD,-10.0,0,6
AA,CLT,17.0,0,8
WN,LAS,-19.0,0,10
OH,PHL,-13.0,0,3
DL,LAX,-17.0,0,4
NK,LBE,-31.0,0,7
WN,AUS,-6.0,0,9
MQ,DFW,-4.0,0,3
AA,CLT,-11.0,0,12
DL,SEA,-9.0,0,6
AA,RDU,13.0,0,10
NK,LAS,90.0,0,7
DL,DTW,3.0,0,12
UA,ATL,-13.0,0,11
WN,PBI,-7.0,0,10
OH,CLT,-5.0,0,4
UA,LAS,-22.0,0,6
OH,DCA,164.0,0,8
WN,DEN,-10.0,0,12
F9,DFW,7.0,0,8
WN,LGA,-30.0,0,6
UA,IAH,-21.0,0,10
WN,STL,-15.0,0,10
NK,ATL,0.0,0,9
F9,MSY,-6.0,0,9
HA,KOA,1.0,0,12
AS,LAX,-24.0,0,8
F9,SLC,84.0,0,8
WN,BWI,79.0,0,6
WN,MCO,31.0,0,11
DL,FLL,-35.0,0,7
OO,DFW,-16.0,0,4
9E,LGA,-20.0,0,9
DL,SLC,-16.0,0,9
WN,MCO,-5.0,0,10
UA,SFO,15.0,0,5
OO,OKC,-16.0,0,10
G4,SBN,2.0,0,10
G4,PGD,11.0,0,12
UA,ORD,-3.0,0,6
B6,SLC,-25.0,0,6
UA,BOS,5.0,0,6
AA,PDX,-21.0,0,5
UA,LGA,85.0,0,7
YX,BOS,,1,7
AA,PSP,36.0,0,1
DL,LAX,16.0,0,9
UA,SFO,-6.0,0,4
OO,DFW,4.0,0,6
WN,SRQ,4.0,0,12
NK,LAS,0.0,0,6
UA,EWR,-18.0,0,4
YX,LGA,-36.0,0,2
AA,DFW,4.0,0,5
WN,SJC,2.0,0,12
OO,BOI,8.0,0,11
UA,SFO,-14.0,0,9
AS,ONT,23.0,0,10
UA,ATL,-10.0,0,3
OH,ORF,-10.0,0,1
DL,PIT,-14.0,0,8
HA,ITO,-7.0,0,1
WN,DAL,-24.0,0,4
WN,STL,-10.0,0,10
WN,LAS,-18.0,0,3
OO,HYS,-8.0,0,12
